trajID,userID,start_poi,start_time,poi_sequence,end_poi,end_time
36,user_jill_hanner,94,1268409411,94 97 2110,2110,1268443967
37,user_wayne_sutton,153,1251230474,153 148 56,56,1251237144
38,user_schneidermike_schneidermike,1450,1268417135,1450 97 2110,2110,1268446005
39,user_chris_abraham,880,1264815977,880 67 2170,2170,1264840347
40,user_florian_seroussi,153,1287443947,153 154 836,836,1287475082
41,user_mikey_il,745,1270844583,745 153 56 3912 148,148,1270870186
42,user_sam_ys_yoo,46899,1279965554,46899 3976 14458,14458,1279979651
43,user_sam_ys_yoo,14458,1281190427,14458 3976 52069,52069,1281192860
44,user_sam_ys_yoo,63073,1281710721,63073 52069 3976,3976,1281729167
45,user_sam_ys_yoo,46899,1282029681,46899 3976 52069 47626,47626,1282049248
46,user_sam_ys_yoo,63073,1282122517,63073 3976 52069 54770 14458,14458,1282155952
47,user_ben_roodman,154,1250375069,154 56 745,745,1250388428
48,user_ben_roodman,97,1268868994,97 215 67,67,1268897633
49,user_kabir_hemrajani,1450,1268433187,1450 963 97,97,1268464228
50,user_brian_papa,56,1281313375,56 153 495,495,1281331119
51,user_alvin_vitangcol,880,1294906104,880 67 2170,2170,1294942346
52,user_ben_kessler,56,1280007694,56 495 154,154,1280027142
53,user_burt_herman,67,1268338728,67 97 2110,2110,1268365070
54,user_maarten_peschier,66,1268330625,66 97 2110,2110,1268371712
55,user_chuck_reynolds,836,1269559029,836 454 66,66,1269567066
56,user_werner_vogels,94,1277588024,94 963 857,857,1277619053
57,user_mark_simonds,174,1299793641,174 97 2110,2110,1299817525
58,user_josh_bob,889,1255474696,889 215 1450,1450,1255510864
59,user_eric_gonzalez,97,1253249843,97 889 67,67,1253270625
60,user_spam,154,1264971777,154 7410 745,745,1264991867
61,user_peter_cortez,66,1265247498,66 56 215,215,1265278677
62,user_kimberley_anderson,3912,1284491448,3912 454 153,153,1284511262
63,user_jumapili_ikuseghan,16244,1285014612,16244 7268 29463,29463,1285015058
64,user_dylan_ko,46899,1275897157,46899 3976 52069,52069,1275924821
65,user_david_gerzof,836,1288388304,836 154 745,745,1288421278
66,user_matt_hunter,154,1295484947,154 148 66 67,67,1295518937
67,user_david_rosen,454,1277141123,454 56 154,154,1277173158
68,user_david_rosen,56,1278095392,56 154 66,66,1278139635
69,user_david_rosen,8014,1278540889,8014 454 56 154,154,1278566419
70,user_david_rosen,56,1279224213,56 7410 154,154,1279248180
71,user_eric_miltsch,963,1276015152,963 2807 215,215,1276042653
72,user_marcelino_alvarez,174,1268346367,174 97 2110,2110,1268381161
73,user_cassel_kroll,94,1268409903,94 2807 963,963,1268425636
74,user_rob_sheppard,454,1264828948,454 94 66,66,1264852896
75,user_grant_bell,67,1268450356,67 174 97,97,1268479026
76,user_chrys_bader,97,1268799439,97 174 67,67,1268822531
77,user_eugene_donca_mollino,3976,1265089790,3976 41704 69750,69750,1265094417
78,user_eugene_donca_mollino,41704,1265609608,41704 69750 3976,3976,1265613898
79,user_eugene_donca_mollino,52327,1267029033,52327 3976 41704,41704,1267045461
80,user_eugene_donca_mollino,3976,1268339065,3976 69750 41704,41704,1268343139
81,user_eugene_donca_mollino,14458,1268905826,14458 69750 41704,41704,1268916778
82,user_eugene_donca_mollino,3976,1269084827,3976 52327 41704,41704,1269113033
83,user_eugene_donca_mollino,41704,1272522515,41704 3976 69750 14458,14458,1272525716
84,user_eugene_donca_mollino,52327,1274283564,52327 69750 3976 47626 41704,41704,1274290827
85,user_eugene_donca_mollino,14458,1274695032,14458 69750 3976 41704,41704,1274725034
86,user_eugene_donca_mollino,14458,1275231396,14458 41704 3976,3976,1275240779
87,user_eugene_donca_mollino,41704,1275886269,41704 3976 69750,69750,1275915052
88,user_eugene_donca_mollino,52327,1276098004,52327 3976 47626 41704,41704,1276115458
89,user_eugene_donca_mollino,41704,1277703759,41704 3976 14458,14458,1277713822
90,user_eugene_donca_mollino,69750,1277909922,69750 3976 41704,41704,1277913327
91,user_eugene_donca_mollino,52327,1278528401,52327 41704 3976,3976,1278532905
92,user_eugene_donca_mollino,14458,1279712088,14458 3976 41704,41704,1279728593
93,user_eugene_donca_mollino,3976,1280119928,3976 41704 14458,14458,1280137456
94,user_eugene_donca_mollino,3976,1280901912,3976 69750 14458 41704 52327,52327,1280949972
95,user_eugene_donca_mollino,130969,1281978121,130969 52327 3976 41704,41704,1281984054
96,user_eugene_donca_mollino,130969,1283353014,130969 3976 52327 41704,41704,1283366050
97,user_heiko_hebig,66,1270946489,66 153 495,495,1270957051
98,user_tom_barcus,66,1279498656,66 8014 154,154,1279512904
99,user_meghan_murphy,174,1268947153,174 97 2110,2110,1268959366
100,user_dennis_yang,97,1269289916,97 174 67,67,1269322004
101,user_dennis_yang,67,1299722733,67 215 97,97,1299742934
102,user_mary_ann_porch,154,1283227685,154 745 8014,8014,1283230442
103,user_anngelica,56,1272581585,56 745 495,495,1272595190
104,user_emilyspearl,94,1268413285,94 97 2110,2110,1268454445
105,user_emilyspearl,148,1281737792,148 11158 153,153,1281765732
106,user_gary_gale,2807,1291327568,2807 963 1450,1450,1291347496
107,user_dave_kerpen,66,1283354272,66 56 1450,1450,1283361819
108,user_chris_carter5,97,1245088086,97 94 153,153,1245119973
109,user_chris_carter5,153,1296790175,153 56 148,148,1296800221
110,user_inaki_escudero,495,1248906167,495 148 6300,6300,1248935531
111,user_inaki_escudero,6300,1249929311,6300 148 3912,3912,1249944214
112,user_john_eckman,154,1253837809,154 66 1450,1450,1253850029
113,user_john_eckman,56,1268097253,56 66 67,67,1268135690
114,user_john_eckman,1450,1284561670,1450 154 56 3912 66,66,1284604695
115,user_chad_burgess,16234,1278915709,16234 745 8014,8014,1278916832
116,user_chad_burgess,154,1283440582,154 174 889,889,1283487225
117,user_hazel_swayne,3912,1248928954,3912 148 6300,6300,1248934789
118,user_hazel_swayne,836,1248998152,836 3912 745,745,1249010319
119,user_hazel_swayne,7410,1251241984,7410 3912 148 6300,6300,1251264646
120,user_hazel_swayne,6300,1267918219,6300 148 3912,3912,1267924493
121,user_stephen_riley,963,1268512681,963 97 2110,2110,1268536136
122,user_kristin_maverick,963,1279477341,963 67 1010,1010,1279515840
123,user_cesar_razuri,454,1278003929,454 3912 56,56,1278022811
124,user_idan_cohen,66,1271775010,66 67 880,880,1271818338
125,user_damien_basile,8014,1263701480,8014 7410 153,153,1263707305
126,user_damien_basile,56,1276368136,56 148 495,495,1276398047
127,user_peter_hoskins,880,1275686832,880 67 174,174,1275720878
128,user_phoebe_e,56,1297892657,56 495 7410,7410,1297912463
129,user_phoebe_e,56,1300390514,56 153 495 7410,7410,1300425168
130,user_matt_hagel,94,1286584332,94 174 67,67,1286622115
131,user_irene_tien,215,1258070503,215 67 66,66,1258099674
132,user_irene_tien,174,1275768179,174 94 454,454,1275796946
133,user_alex_white,153,1276987631,153 94 174,174,1277018468
134,user_andrew_pile,97,1268848008,97 963 94,94,1268874406
135,user_chet_gulland,97,1268703655,97 963 94,94,1268732388
136,user_matt_pakes,97,1269305474,97 215 67,67,1269329613
137,user_dave_s,66,1268416589,66 963 97 2110,2110,1268463326
138,user_rick_webb,67,1236973710,67 97 2110,2110,1236998082
139,user_morgan_missentzis,67,1268439403,67 889 97,97,1268482358
140,user_kyle_m,66,1275506218,66 67 645,645,1275552248
141,user_aaron_gotwalt,97,1268791574,97 215 67,67,1268809976
142,user_matt_zarzecki,454,1266708760,454 3912 148,148,1266712853
143,user_matt_zarzecki,836,1279906700,836 454 7410,7410,1279913058
144,user_mark_burstiner,154,1268457869,154 66 97,97,1268489195
145,user_matthew_caldecutt,154,1286754130,154 56 153,153,1286766199
146,user_patrick_kearney,3902,1259729679,3902 66 215,215,1259759135
147,user_nicky_leach,153,1259197128,153 8014 56,56,1259204787
148,user_scott_nixon,153,1281731616,153 8014 495,495,1281736126
149,user_adam_rodnitzky,67,1301004814,67 174 1450,1450,1301042238
150,user_manisha_m,56,1274562534,56 3912 148,148,1274565595
151,user_ethan_bloch,97,1237423043,97 215 67,67,1237442366
152,user_darrell_whitelaw,2110,1285789279,2110 97 66,66,1285813087
153,user_jeremy_davis,495,1258579434,495 94 963,963,1258616734
154,user_tarah_feinberg,745,1257541587,745 153 6300,6300,1257561358
155,user_tarah_feinberg,94,1276218415,94 174 67,67,1276254705
156,user_ben_tesch,857,1236996690,857 174 97,97,1237016517
157,user_ben_tesch,97,1237328537,97 174 857,857,1237356713
158,user_ben_tesch,1284,1276481876,1284 67 857,857,1276511533
159,user_chaz_yoon,1450,1266789529,1450 963 67,67,1266835268
160,user_chaz_yoon,8014,1270071958,8014 94 1450,1450,1270108378
161,user_chaz_yoon,1010,1275192923,1010 67 1450,1450,1275239766
162,user_mohit_santram,94,1268428266,94 963 97 2110,2110,1268456446
163,user_rosie_siman,94,1267559095,94 963 2807,2807,1267573034
164,user_tikva_morowati,67,1255774351,67 66 495,495,1255819118
165,user_indira_vaidy,94,1268415170,94 97 2110,2110,1268456733
166,user_justin_thorp,963,1268419868,963 97 2110,2110,1268444261
167,user_nate_folkert,56,1286594372,56 6300 745 7410 3912,3912,1286603769
168,user_alex_horowitz,154,1268218087,154 66 67,67,1268268000
169,user_kyoung_joon_hae,63073,1292568976,63073 47626 3976,3976,1292576808
170,user_kyoung_joon_hae,54770,1295686212,54770 3976 52069,52069,1295689575
171,user_matt_karolian,1450,1295890928,1450 963 2807,2807,1295920048
172,user_wungjae_hyun,46899,1269951306,46899 52069 3976 47626,47626,1269969013
173,user_wungjae_hyun,47626,1272723298,47626 3976 52069 46899,46899,1272724878
174,user_wungjae_hyun,54770,1280855064,54770 52069 3976,3976,1280859815
175,user_wungjae_hyun,52069,1286862262,52069 3976 47626 54770,54770,1286900644
176,user_wungjae_hyun,14458,1289473489,14458 52069 3976,3976,1289490855
177,user_wungjae_hyun,46899,1298488504,46899 3976 52069,52069,1298488597
178,user_hawaii,174,1268343957,174 97 2110,2110,1268362596
179,user_jimmy_kastner,56,1282952442,56 7410 154,154,1282978520
180,user_damon_garrett,3976,1287987215,3976 130969 69750,69750,1288004272
181,user_sutae_kim,3976,1297935586,3976 52069 47626,47626,1297957075
182,user_sutae_kim,47626,1299474124,47626 52069 3976,3976,1299489520
183,user_sutae_kim,14458,1301123055,14458 52069 3976,3976,1301154591
184,user_sutae_kim,54770,1301468568,54770 3976 52069,52069,1301471587
185,user_leslie_elsaifi,67,1287427054,67 215 963,963,1287456360
186,user_yuji_kosugi,14458,1285421864,14458 3976 69750,69750,1285431123
187,user_yuji_kosugi,3976,1286103029,3976 54770 69750,69750,1286120143
188,user_yuji_kosugi,52327,1286636630,52327 130969 3976,3976,1286638421
189,user_yuji_kosugi,54770,1287223630,54770 3976 14458 130969,130969,1287229039
190,user_yuji_kosugi,47626,1287305402,47626 3976 130969,130969,1287317264
191,user_yuji_kosugi,69750,1288684771,69750 3976 14458,14458,1288686697
192,user_yuji_kosugi,54770,1289129548,54770 3976 52327 130969,130969,1289159220
193,user_eric_leist,1450,1299866837,1450 97 2110,2110,1299894809
194,user_kp_park,56,1292953227,56 47626 3976,3976,1292961909
195,user_philippe_surber,66,1303594907,66 495 153,153,1303611947
196,user_gary_wapnitsky,153,1289348402,153 836 56,56,1289362612
197,user_jayant_pichamuthu,154,1266279213,154 56 454,454,1266281813
198,user_andrea_rosen,94,1268415572,94 97 2110,2110,1268453018
199,user_keith_stewart,2807,1266542569,2807 963 66,66,1266566127
200,user_chris_oleary,745,1263690087,745 454 7410,7410,1263693748
201,user_chris_oleary,56,1265919400,56 836 495,495,1265955717
202,user_rob_schneider,97,1300142048,97 2170 94,94,1300175822
203,user_adam_johnson1,41704,1259318334,41704 69758 3976,3976,1259329863
204,user_phil_gillman,3912,1257634003,3912 6300 745,745,1257658114
205,user_selene_liszka,153,1269817444,153 56 148,148,1269836272
206,user_ana_visan,66,1275848657,66 67 880,880,1275883963
207,user_rick_wion,963,1280943579,963 2170 94,94,1280984314
208,user_jason_liszka,153,1269817457,153 56 148,148,1269836263
209,user_david_klein,56,1276029741,56 153 454,454,1276049062
210,user_david_klein,67,1282902178,67 66 56 153,153,1282949009
211,user_calvin_chu,94,1276712461,94 963 857,857,1276742174
212,user_joe_dudas,148,1269725458,148 3912 56,56,1269730375
213,user_paul_lomax,836,1275169037,836 454 153,153,1275185986
214,user_david_berkowitz,7410,1293484845,7410 3912 148,148,1293502758
215,user_david_berkowitz,94,1294255242,94 2170 889,889,1294291891
216,user_david_berkowitz,154,1294782166,154 454 7410,7410,1294817858
217,user_william_gruger,97,1284225300,97 963 94,94,1284254829
218,user_rob_jensen,836,1304464825,836 153 16234,16234,1304487388
219,user_twanna_hines,94,1268416111,94 97 2110,2110,1268449906
220,user_russ_cundiff,67,1283890062,67 645 880,880,1283903053
221,user_tommy_leep,1450,1252454870,1450 963 67,67,1252487568
222,user_mike_odea,3912,1253658673,3912 153 495,495,1253667617
223,user_mike_odea,836,1276210999,836 56 153 495,495,1276233064
224,user_matt_hurst,6300,1276796820,6300 8014 495,495,1276828386
225,user_matt_hurst,6300,1278700884,6300 745 495,495,1278726599
226,user_william_beutler,154,1284936772,154 836 7410,7410,1284970205
227,user_scott_henderson2,2110,1300133886,2110 97 1450,1450,1300165348
228,user_cia_b,56,1275671901,56 7410 153,153,1275687083
229,user_cia_b,16234,1281912797,16234 7410 745 154,154,1281931018
230,user_cia_b,148,1283648076,148 3912 745,745,1283660311
231,user_cia_b,745,1283810503,745 7410 154,154,1283828418
232,user_julie_gomoll,67,1286760490,67 215 97,97,1286790604
233,user_peter_kim,495,1251483716,495 94 1450,1450,1251512416
234,user_peter_kim,1450,1256522702,1450 2170 97,97,1256548125
235,user_peter_kim,67,1257443669,67 66 1450,1450,1257477441
236,user_peter_kim,94,1270076196,94 495 1450,1450,1270099926
237,user_peter_kim,154,1273096728,154 148 56,56,1273102591
238,user_michael_deichmiller,963,1268440726,963 97 2110,2110,1268457510
239,user_rachel_levy,3414,1268335263,3414 97 2110,2110,1268368103
240,user_trey_pennington,963,1286420660,963 174 889,889,1286446979
241,user_anna_d,745,1277509875,745 3912 148 454,454,1277522482
242,user_kenji_onozawa,880,1281212548,880 67 857,857,1281235848
243,user_ryan_hinricher,66,1268435476,66 745 495,495,1268462224
244,user_pete_dirksen,889,1281420904,889 215 67,67,1281444054
245,user_sarah_conley,56,1270576110,56 8014 745,745,1270618344
246,user_sarah_conley,836,1271648053,836 745 7410,7410,1271650436
247,user_sarah_conley,8014,1271798314,8014 454 56,56,1271830264
248,user_sarah_conley,8014,1276550666,8014 56 495,495,1276583765
249,user_sarah_conley,836,1280354826,836 745 56,56,1280363382
250,user_jason_kende,153,1254017635,153 836 495,495,1254038163
251,user_brittany_laughlin,94,1268412126,94 963 97,97,1268441848
252,user_ross_hoffman,67,1268682183,67 889 97 2110,2110,1268711628
253,user_zach_seward,94,1268412123,94 97 2110,2110,1268442396
254,user_josh_weinberger_kitson,66,1267062646,66 154 7410,7410,1267087953
255,user_josh_weinberger_kitson,154,1287743319,154 7410 56,56,1287752167
256,user_alfred_falciani,56,1270938411,56 153 745,745,1270951980
257,user_dave_schumaker,67,1254256537,67 66 745,745,1254300429
258,user_dave_schumaker,67,1268596485,67 97 2110,2110,1268635205
259,user_matt_todd,2170,1255553066,2170 94 153,153,1255571542
260,user_matt_todd,148,1263181267,148 3912 56,56,1263196299
261,user_colin5,94,1285870577,94 6300 66 215,215,1285925793
262,user_jonathan_vu,67,1268335263,67 174 97 2110,2110,1268365394
263,user_jonathan_vu,67,1279185875,67 66 56 153 836,836,1279264530
264,user_chris_brook,1284,1267836427,1284 67 1450,1450,1267870088
265,user_chris_brook,495,1285274732,495 745 153 3912 148 56,56,1285300692
266,user_nancy_jeng,67,1283621152,67 174 963,963,1283643186
267,user_remington_guest,153,1249353762,153 495 3912,3912,1249359323
268,user_remington_guest,16234,1262481990,16234 153 495,495,1262500101
269,user_remington_guest,495,1267909427,495 7410 16234,16234,1267947444
270,user_remington_guest,56,1268168391,56 495 16234,16234,1268188481
271,user_remington_guest,495,1270316427,495 153 16234,16234,1270327683
272,user_remington_guest,56,1270590600,56 495 153,153,1270605674
273,user_remington_guest,16234,1271117240,16234 153 56,56,1271129971
274,user_remington_guest,3912,1278116775,3912 745 153 7410,7410,1278148154
275,user_remington_guest,56,1295562228,56 495 11158,11158,1295591455
276,user_remington_guest,454,1297121428,454 495 56,56,1297152201
277,user_remington_guest,745,1297908818,745 56 11158,11158,1297922162
278,user_brprgroup,153,1284243757,153 3912 94,94,1284267263
279,user_4sq_seoul,14458,1285006115,14458 3976 52069,52069,1285013557
280,user_darryl_ohrt,745,1284682425,745 7268 454,454,1284694896
281,user_darryl_ohrt,3912,1287180184,3912 56 454,454,1287186393
282,user_walter_elly,1450,1268506663,1450 97 2110,2110,1268531198
283,user_emerson_damasceno,66,1283476930,66 154 454,454,1283504242
284,user_patrick,745,1271984787,745 153 154,154,1271989529
285,user_regina_walton,11158,1268274935,11158 7410 56,56,1268291343
286,user_regina_walton,11158,1270593861,11158 56 7410,7410,1270604216
287,user_regina_walton,836,1273171354,836 11158 7410,7410,1273189940
288,user_regina_walton,56,1274293362,56 454 11158,11158,1274312222
289,user_regina_walton,836,1276812166,836 56 153,153,1276826729
290,user_regina_walton,454,1278636607,454 56 11158,11158,1278655615
291,user_regina_walton,836,1279494942,836 454 56,56,1279514415
292,user_regina_walton,7410,1284519691,7410 745 56,56,1284521259
293,user_yukihiro_oki,41704,1275465899,41704 69758 3976,3976,1275471531
294,user_yukihiro_oki,41704,1280132403,41704 3976 69750 14458,14458,1280140851
295,user_shinya_ichinohe,52327,1264158804,52327 3976 69750,69750,1264166866
296,user_shinya_ichinohe,52327,1275030248,52327 3976 41704,41704,1275058610
297,user_geoff_kim,66,1303597458,66 454 836,836,1303610509
298,user_pavel_kesada,46899,1280435730,46899 106039 3976,3976,1280443352
299,user_pavel_kesada,16244,1283474104,16244 106039 3976,3976,1283474141
300,user_pavel_kesada,7268,1284632299,7268 3976 106039,106039,1284633528
301,user_pavel_kesada,47626,1284835626,47626 3976 46899,46899,1284839266
302,user_pavel_kesada,54770,1284911782,54770 3976 106039,106039,1284926169
303,user_pavel_kesada,106039,1286401729,106039 7268 3976,3976,1286407085
304,user_matt_myers2,454,1291520525,454 56 836,836,1291522423
305,user_sukhchander,3912,1288237584,3912 148 7410,7410,1288240499
306,user_taylor_whitmer,880,1276291664,880 67 889,889,1276324099
307,user_seiji_carpenter,67,1270856228,67 1284 645,645,1270877770
308,user_valentina_monte,8014,1271112732,8014 836 154,154,1271130601
309,user_eric_andersen,66,1273723664,66 56 1450,1450,1273746289
310,user_boon_yap,1284,1268540263,1284 67 1450,1450,1268587737
311,user_robert_auguste,836,1270245267,836 745 454,454,1270265325
312,user_niniane_wang,153,1250289622,153 66 2170 889,889,1250332621
313,user_jaime_macias,215,1268400732,215 97 2110,2110,1268431186
314,user_jason_scott,454,1279762730,454 66 215,215,1279797721
315,user_bobby_s,153,1273266429,153 745 3912 495 56,56,1273281426
316,user_bobby_s,148,1287357263,148 745 7410 495,495,1287368359
317,user_jp_kim,14458,1283152339,14458 3976 46899 52069,52069,1283180067
318,user_jp_kim,7268,1283262392,7268 52069 3976,3976,1283267976
319,user_jp_kim,14458,1283401167,14458 3976 16244,16244,1283401290
320,user_jp_kim,47626,1283523988,47626 3976 52069,52069,1283524269
321,user_jp_kim,52069,1283746079,52069 3976 47626 46899,46899,1283747902
322,user_jp_kim,7268,1283791307,7268 3976 52069,52069,1283794697
323,user_jp_kim,7268,1284006468,7268 3976 47626,47626,1284006586
324,user_jp_kim,46899,1284092954,46899 3976 52069 7268 47626 54770,54770,1284142804
325,user_jp_kim,14458,1284801727,14458 7268 3976 52069,52069,1284823424
326,user_jp_kim,47626,1286041526,47626 52069 3976,3976,1286044615
327,user_jp_kim,54770,1287770230,54770 52069 3976,3976,1287773896
328,user_jp_kim,153,1288783452,153 52069 3976,3976,1288816393
329,user_jp_kim,745,1289507373,745 3976 66 94,94,1289572222
330,user_james_hervey,857,1245003600,857 963 2170,2170,1245038288
331,user_nick_zayarny,7268,1286117002,7268 46899 3976,3976,1286153413
332,user_kirill_ka,106039,1281023688,106039 46899 3976,3976,1281049101
333,user_kirill_ka,7268,1282422478,7268 3976 16244,16244,1282435698
334,user_betsy_soler,3912,1275940818,3912 148 94,94,1275963845
335,user_hidekazu_ii,3976,1279979390,3976 69758 52327,52327,1279984164
336,user_mikhail_geisherik,7268,1273951720,7268 3976 106039,106039,1273986903
337,user_mikhail_geisherik,46899,1276533503,46899 3976 7268,7268,1276537814
338,user_mikhail_geisherik,106039,1277577686,106039 3976 7268,7268,1277580535
339,user_mikhail_geisherik,46899,1277910346,46899 3976 106039,106039,1277950853
340,user_mikhail_geisherik,7268,1278280064,7268 46899 3976,3976,1278287913
341,user_mikhail_geisherik,16244,1281116129,16244 3976 106039,106039,1281146202
342,user_mikhail_geisherik,106039,1283513530,106039 46899 3976,3976,1283521995
343,user_ichikawa_yuichi,52327,1264670722,52327 69750 3976,3976,1264674108
344,user_ichikawa_yuichi,52327,1265708606,52327 3976 69750,69750,1265715265
345,user_ichikawa_yuichi,69758,1266833170,69758 3976 69750 130969,130969,1266865571
346,user_ichikawa_yuichi,69750,1268290355,69750 3976 52327,52327,1268327069
347,user_ichikawa_yuichi,69758,1277278312,69758 41704 3976,3976,1277298846
348,user_ichikawa_yuichi,47626,1281421392,47626 3976 69750,69750,1281429805
349,user_mas_daq,69750,1265542892,69750 3976 41704,41704,1265548063
350,user_mas_daq,41704,1278761234,41704 3976 69750,69750,1278781356
351,user_mas_daq,52327,1286768415,52327 41704 3976,3976,1286774701
352,user_tomo_himajin,54770,1269402757,54770 3976 41704,41704,1269406048
353,user_tomo_himajin,3976,1274087002,3976 14458 41704 69758,69758,1274114191
354,user_voyager_vision,52327,1264538816,52327 130969 3976,3976,1264539825
355,user_voyager_vision,52327,1264796173,52327 41704 130969 3976,3976,1264798976
356,user_voyager_vision,52327,1276977015,52327 69758 3976,3976,1277021274
357,user_meghan_mccormick,1450,1281323764,1450 94 56,56,1281334620
358,user_naokinis,69758,1264357585,69758 3976 69750,69750,1264377208
359,user_naokinis,47626,1281439103,47626 69750 3976,3976,1281440327
360,user_mizuman,52327,1283683957,52327 69750 3976,3976,1283707369
361,user_mizuman,41704,1286005451,41704 130969 3976,3976,1286029496
362,user_semicolon,41704,1268454442,41704 3976 54770 47626,47626,1268472412
363,user_jeff_dez_frenette,56,1275243426,56 153 8014,8014,1275274185
364,user_maiki_mai,41704,1282986239,41704 3976 69750,69750,1282992252
365,user_anton_nikitin,16244,1280313642,16244 3976 106039,106039,1280363223
366,user_gakujin_hirasuna,47626,1267787567,47626 69750 3976,3976,1267805303
367,user_gakujin_hirasuna,69758,1268716392,69758 3976 41704 47626,47626,1268735596
368,user_gakujin_hirasuna,52327,1269693804,52327 69750 3976,3976,1269709011
369,user_gakujin_hirasuna,41704,1279182185,41704 3976 69750,69750,1279212418
370,user_gakujin_hirasuna,41704,1287222098,41704 130969 54770 3976,3976,1287249243
371,user_steve_kruskamp,836,1277238577,836 454 154,154,1277257665
372,user_anna_plaggue,7268,1279465936,7268 3976 106039,106039,1279478908
373,user_dmitry_ufaev,106039,1279836186,106039 3976 46899,46899,1279840966
374,user_kazuya_minamisawa,69750,1266230128,69750 3976 54770,54770,1266247446
375,user_kazuya_minamisawa,47626,1272356450,47626 41704 3976,3976,1272381336
376,user_kazuya_minamisawa,54770,1286894153,54770 69750 3976,3976,1286895894
377,user_firestartr,153,1283300017,153 154 836,836,1283308416
378,user_jennifer_sandidge,836,1282950016,836 56 148 153 154,154,1282968228
379,user_alice_dia,41704,1267104887,41704 52327 3976,3976,1267127094
380,user_alice_dia,41704,1270628817,41704 3976 54770,54770,1270630103
381,user_alice_dia,69758,1276237360,69758 3976 41704,41704,1276259152
382,user_zach_suchin,3912,1283986694,3912 495 16234,16234,1284015030
383,user_kota_amano,69758,1281615540,69758 41704 3976,3976,1281626155
384,user_smokeymonkey_highness,41704,1265871148,41704 3976 69758,69758,1265883391
385,user_smokeymonkey_highness,52327,1266653416,52327 3976 69750,69750,1266672946
386,user_samuel_wong,7410,1275434524,7410 56 495 6300,6300,1275453996
387,user_626024,69758,1277884164,69758 3976 41704,41704,1277894267
388,user_fujino_yukitsugu,41704,1267850233,41704 3976 47626,47626,1267868995
389,user_fujino_yukitsugu,54770,1273902697,54770 3976 41704,41704,1273904856
390,user_fujino_yukitsugu,47626,1273936411,47626 3976 69750,69750,1273936584
391,user_fujino_yukitsugu,41704,1273986361,41704 3976 69750 54770,54770,1274007261
392,user_jazznotjazz,52327,1264748706,52327 3976 69750,69750,1264764816
393,user_jazznotjazz,69750,1267210348,69750 3976 52327,52327,1267221737
394,user_jazznotjazz,130969,1269968787,130969 52327 3976,3976,1269979934
395,user_jazznotjazz,69750,1276110675,69750 130969 3976,3976,1276113601
396,user_jazznotjazz,41704,1278011609,41704 52327 3976,3976,1278013887
397,user_jazznotjazz,52327,1285824370,52327 69750 3976,3976,1285845424
398,user_osamu_iwasaki,69750,1263883165,69750 3976 52327,52327,1263884004
399,user_kazu_skywalker,130969,1280378745,130969 3976 41704,41704,1280420630
400,user_nya_buro_kisaragi,54770,1281163361,54770 3976 41704,41704,1281186050
