trajID,userID,start_poi,start_time,poi_sequence,end_poi,end_time
63,user_mark_g,3530,1265235248,3530 3168 127 3498 520,520,1265277438
64,user_mark_g,3671,1265315099,3671 3498 158,158,1265352127
65,user_mark_g,127,1265401681,127 11 3498 158,158,1265437783
66,user_mark_g,745,1265683896,745 127 158 520,520,1265703403
67,user_mark_g,3498,1265826530,3498 11 158,158,1265842555
68,user_mark_g,135,1266091526,135 3498 436 83 127,127,1266121183
69,user_mark_g,11,1266350634,11 127 3498 158 83 436,436,1266390034
70,user_mark_g,520,1266576739,520 83 158 3498,3498,1266606500
71,user_mark_g,3657,1266776765,3657 540 495 127 135 3498,3498,1266800958
72,user_mark_g,127,1267043380,127 11 158,158,1267052910
73,user_mark_g,11,1267214334,11 3498 158 127,127,1267233787
74,user_mark_g,436,1267378408,436 83 127,127,1267399219
75,user_mark_g,436,1267553367,436 83 11 3498 158,158,1267580304
76,user_mark_g,3660,1267647801,3660 127 436 83,83,1267649812
77,user_mark_g,11,1267732730,11 127 83 3498 158,158,1267769804
78,user_mark_g,3862,1267816063,3862 11 158 3498 127 436 83,83,1267846999
79,user_mark_g,135,1268012836,135 158 436,436,1268037480
80,user_mark_g,11,1268076821,11 158 3498 135 127 436 83,83,1268126918
81,user_mark_g,3849,1268194557,3849 436 83,83,1268202601
82,user_mark_g,11,1268337748,11 436 127,127,1268340238
83,user_mark_g,158,1268371562,158 127 436 1894,1894,1268391910
84,user_mark_g,3759,1268506348,3759 436 127 158,158,1268525880
85,user_mark_g,1894,1268587160,1894 2110 3766 127 97 2115,2115,1268628931
86,user_mark_g,2118,1268953605,2118 97 3766 2110,2110,1268985721
87,user_mark_g,2115,1269070835,2115 97 436 83 158 127 3498 520 3735,3735,1269147531
88,user_mark_g,11,1269280611,11 3498 127 153 158,158,1269317488
89,user_mark_g,127,1269455340,127 11 3498 436 158,158,1269493339
90,user_mark_g,135,1269566792,135 520 45 158 436,436,1269593545
91,user_mark_g,11,1269648596,11 3498 45,45,1269666632
92,user_mark_g,11,1269885249,11 127 436 3498,3498,1269900334
93,user_mark_g,436,1270056483,436 127 135 56,56,1270098014
94,user_mark_g,158,1270139786,158 3498 11 3849 135 520,520,1270188508
95,user_mark_g,127,1270247080,127 158 153 135 520,520,1270275463
96,user_mark_g,11,1270491143,11 153 3498 127,127,1270520510
97,user_mark_g,135,1270698774,135 3498 127 520,520,1270710884
98,user_mark_g,66,1271255602,66 3644 11 3498 127 158 436 129 67,67,1271322854
99,user_mark_g,692,1271451119,692 604 67 158 45 520,520,1271487632
100,user_mark_g,3644,1271520059,3644 158 3498 135,135,1271549735
101,user_mark_g,45,1271644075,45 158 436 3498,3498,1271663371
102,user_mark_g,11,1271871057,11 158 56 3498,3498,1271922676
103,user_mark_g,153,1271965042,153 436 158,158,1271970230
104,user_mark_g,135,1272064031,135 520 158 436 3498,3498,1272080951
105,user_mark_g,11,1272303936,11 158 127 495,495,1272338894
106,user_mark_g,3498,1272400585,3498 158 436,436,1272426163
107,user_mark_g,11,1272480229,11 158 3498,3498,1272492273
108,user_mark_g,127,1272589319,127 2576 745,745,1272614950
109,user_mark_g,215,1273255057,215 66 3498 436 83 135 158,158,1273294854
110,user_mark_g,11,1273602255,11 436 3498 135 158,158,1273631092
111,user_mark_g,127,1273689176,127 11 158 3498 436,436,1273720452
112,user_mark_g,135,1274050320,135 436 3498,3498,1274054247
113,user_mark_g,11,1274131605,11 436 127 3498,3498,1274157832
114,user_mark_g,135,1274305719,135 3498 436,436,1274313278
115,user_mark_g,3890,1274492695,3890 2525 436 83 520 3644,3644,1274520725
116,user_mark_g,3557,1274573567,3557 436 135,135,1274583340
117,user_mark_g,436,1274887924,436 3498 11 135,135,1274928732
118,user_mark_g,11,1275414982,11 3498 158 436 135,135,1275435787
119,user_mark_g,11,1275829061,11 436 320 3557 158,158,1275887169
120,user_mark_g,3501,1276011462,3501 11 3549 3498,3498,1276043788
121,user_mark_g,3660,1276120570,3660 3549 436,436,1276131808
122,user_mark_g,3657,1276234015,3657 436 520 3501,3501,1276273027
123,user_mark_g,3498,1276532883,3498 11 436,436,1276565346
124,user_mark_g,135,1276641175,135 745 11,11,1276652727
125,user_mark_g,127,1276705914,127 11 158 3501 3498 135,135,1276749487
126,user_mark_g,3530,1276797558,3530 127 3498 436,436,1276842483
127,user_mark_g,436,1277089010,436 127 158 135,135,1277097166
128,user_mark_g,3501,1277184337,3501 45 3498,3498,1277194358
129,user_mark_g,158,1277280572,158 3501 3498 3377 1735,1735,1277311796
130,user_mark_g,3498,1277395657,3498 127 11 135 520 436 158,158,1277432674
131,user_mark_g,3501,1277477505,3501 3498 127 3530 436 83 11 135 158 502 95,95,1277543118
132,user_mark_g,436,1278479139,436 83 135,135,1278479177
133,user_mark_g,127,1278539764,127 3498 3587,3587,1278541583
134,user_mark_g,3549,1278664307,3549 3501 3498 127 158,158,1278710395
135,user_ty_white,67,1264804224,67 2499 3271,3271,1264835825
136,user_ty_white,2110,1269133853,2110 97 3766 67,67,1269179457
137,user_bryce_roberts,66,1248744366,66 320 2006,2006,1248769038
138,user_bryce_roberts,11,1248815504,11 3498 66,66,1248842226
139,user_bryce_roberts,889,1256100830,889 67 299,299,1256116552
140,user_bryce_roberts,56,1260306319,56 54 154,154,1260336109
141,user_bryce_roberts,1072,1263524832,1072 4494 1034 4498,4498,1263547965
142,user_bryce_roberts,4090,1264138946,4090 1034 4498,4498,1264164254
143,user_bryce_roberts,56,1265756384,56 66 4498,4498,1265799746
144,user_bryce_roberts,939,1270184771,939 889 4498,4498,1270203398
145,user_bryce_roberts,4498,1271102772,4498 66 158 436,436,1271145418
146,user_bryce_roberts,54,1276119612,54 66 4498,4498,1276165923
147,user_bryce_roberts,939,1277775061,939 67 4498,4498,1277798877
148,user_zach_klein,3377,1267124959,3377 4316 174,174,1267159209
149,user_seth_goldstein,54,1256686660,54 66 67,67,1256723348
150,user_seth_goldstein,3530,1280344344,3530 5083 66,66,1280375869
151,user_seth_goldstein,5091,1282070100,5091 454 3168 436,436,1282105741
152,user_ryan_sarver,97,1237071124,97 2110 1894 2115,2115,1237103067
153,user_charles_smith,5580,1270170567,5580 1450 119,119,1270188161
154,user_wil_stephens,5191,1268360373,5191 97 2110,2110,1268372919
155,user_michael_diamant,5910,1269732316,5910 17 5969,5969,1269758203
156,user_michael_diamant,17,1270417188,17 128 153,153,1270440118
157,user_michael_diamant,135,1270949409,135 153 3178,3178,1270964257
158,user_ari_greenberg,436,1258761431,436 277 153,153,1258780389
159,user_ari_greenberg,56,1259809958,56 6164 158,158,1259822810
160,user_ari_greenberg,436,1259963157,436 277 5910 6307,6307,1259986495
161,user_ari_greenberg,56,1261516882,56 436 3671,3671,1261544433
162,user_ari_greenberg,97,1268459223,97 2118 1894,1894,1268487715
163,user_ari_greenberg,454,1269285346,454 159 5971,5971,1269305760
164,user_ari_greenberg,5910,1271123632,5910 159 745,745,1271128932
165,user_ari_greenberg,3174,1273097600,3174 128 153,153,1273116926
166,user_ari_greenberg,36,1273779785,36 4015 148,148,1273798685
167,user_ari_greenberg,436,1274318813,436 148 6407,6407,1274325716
168,user_ari_greenberg,3587,1278552464,3587 5910 3277,3277,1278561814
169,user_ari_greenberg,6638,1282686368,6638 4622 1010,1010,1282694150
170,user_ari_greenberg,1894,1300194955,1894 97 6210 66,66,1300263432
171,user_richard_titus,1894,1268716867,1894 2118 97 963,963,1268764703
172,user_brad_feld,1574,1264796355,1574 1450 174,174,1264841860
173,user_brad_feld,1034,1284762605,1034 67 997,997,1284795370
174,user_doug_akin,119,1268502227,119 97 2110,2110,1268526618
175,user_jon_steinberg,3849,1252445691,3849 11 3277,3277,1252462897
176,user_jon_steinberg,540,1259608900,540 159 3277,3277,1259624794
177,user_jon_steinberg,119,1268413510,119 97 2110,2110,1268443393
178,user_toby_padilla,873,1271382869,873 1010 1258,1258,1271397546
179,user_dens,3912,1240602224,3912 148 3657,3657,1240631107
180,user_dens,3277,1250278142,3277 5013 465,465,1250319061
181,user_dens,66,1268362045,66 97 1894,1894,1268390376
182,user_dens,4260,1270298650,4260 67 1450,1450,1270345050
183,user_dens,54,1270673027,54 3174 3277,3277,1270690362
184,user_dens,8014,1277244506,8014 54 3178,3178,1277273593
185,user_dennis_mykytyn,56,1264542650,56 65 3277,3277,1264560002
186,user_dennis_mykytyn,65,1266096809,65 56 540,540,1266114169
187,user_dennis_mykytyn,17,1267401336,17 153 45,45,1267413342
188,user_dennis_mykytyn,3277,1268679059,3277 65 56,56,1268692854
189,user_dennis_mykytyn,3277,1275331087,3277 745 2525,2525,1275357379
190,user_dennis_mykytyn,1735,1279158462,1735 94 3377 3644,3644,1279180006
191,user_dennis_mykytyn,2574,1281468250,2574 162 2499,2499,1281493087
192,user_dennis_mykytyn,5910,1285559248,5910 9132 6300,6300,1285562920
193,user_dave_whelan,215,1250814673,215 67 880,880,1250827704
194,user_dave_whelan,1554,1250978812,1554 634 737,737,1250996527
195,user_dave_whelan,215,1256293976,215 2170 1735,1735,1256322202
196,user_skyler_shepard,634,1252300855,634 67 857,857,1252320565
197,user_skyler_shepard,454,1275344215,454 546 5919,5919,1275352428
198,user_mike_hudack,3277,1253555206,3277 3939 5344,5344,1253573257
199,user_mike_hudack,3277,1253995122,3277 127 3671 4015 836,836,1254011384
200,user_mike_hudack,5344,1254244262,5344 10634 3939 3178,3178,1254281370
201,user_mike_hudack,3530,1254429453,3530 85 5013,5013,1254457377
202,user_alexander_ljung,1284,1283065840,1284 634 1344,1344,1283086966
203,user_daryn_nakhuda,67,1263506306,67 1257 299,299,1263536264
204,user_daryn_nakhuda,3759,1268775554,3759 2110 97 857,857,1268810337
205,user_daryn_nakhuda,546,1269103479,546 3660 436,436,1269137436
206,user_daryn_nakhuda,83,1269203492,83 546 66 857,857,1269255107
207,user_daryn_nakhuda,3644,1277149501,3644 154 129 857,857,1277197954
208,user_tristan,17,1285867728,17 94 3377 2170,2170,1285902748
209,user_david_lifson,299,1281551760,299 69 67 2574,2574,1281596488
210,user_david_lifson,2819,1285556625,2819 997 67,67,1285579278
211,user_tereza_nemessanyi,215,1268224279,215 66 83 436,436,1268257832
212,user_daniel_ha,67,1268456220,67 97 1894,1894,1268490984
213,user_andy_gadiel,97,1269034079,97 3766 67,67,1269055657
214,user_andy_gadiel,692,1280182994,692 873 1927,1927,1280210530
215,user_david_porter,56,1250555238,56 153 10634,10634,1250571640
216,user_david_porter,1079,1257400193,1079 69 604,604,1257410926
217,user_david_porter,17,1280351013,17 3849 3657,3657,1280396989
218,user_mic_wright,249,1255377801,249 4696 12600,12600,1255386847
219,user_dominic_preuss,66,1240874930,66 67 299,299,1240916426
220,user_dominic_preuss,97,1268782883,97 6210 94,94,1268812228
221,user_dominic_preuss,11,1269552149,11 3912 148,148,1269574677
222,user_dominic_preuss,127,1269736207,127 465 17,17,1269752797
223,user_dominic_preuss,8014,1276291478,8014 5919 465,465,1276325185
224,user_micah_baldwin,2110,1236987061,2110 3759 2118,2118,1237019635
225,user_micah_baldwin,2115,1237063610,2115 2110 1894 3759,3759,1237095186
226,user_micah_baldwin,56,1247684395,56 148 94 174,174,1247726307
227,user_micah_baldwin,66,1258610685,66 3154 65,65,1258615942
228,user_micah_baldwin,913,1267146852,913 67 174,174,1267171452
229,user_micah_baldwin,873,1268184216,873 67 174,174,1268220722
230,user_micah_baldwin,97,1268542201,97 2110 2115 1894,1894,1268574007
231,user_micah_baldwin,2110,1269117505,2110 1894 97 174,174,1269156103
232,user_micah_baldwin,174,1270636958,174 119 148 153,153,1270691052
233,user_micah_baldwin,520,1271827860,520 3657 436,436,1271842744
234,user_micah_baldwin,836,1285094344,836 56 66 215,215,1285154869
235,user_andrew_parker,277,1250628478,277 66 67,67,1250676364
236,user_andrew_parker,1894,1268710730,1894 2115 97,97,1268753307
237,user_matt_galligan,1257,1264800162,1257 67 174,174,1264822164
238,user_matt_galligan,1554,1265325565,1554 67 174,174,1265341012
239,user_matt_galligan,3759,1268427692,3759 2110 1894 2118,2118,1268443881
240,user_matt_galligan,1894,1268595739,1894 3759 2110,2110,1268606892
241,user_matt_galligan,13329,1269981696,13329 174 67,67,1270021738
242,user_matt_galligan,69,1272570861,69 67 174,174,1272605577
243,user_matt_galligan,1192,1275507742,1192 1128 174,174,1275548830
244,user_matt_galligan,3277,1276628937,3277 54 148 94 174,174,1276673531
245,user_matt_galligan,67,1279539075,67 299 1862,1862,1279591452
246,user_austin_bryan,495,1255131250,495 3377 2170,2170,1255153286
247,user_austin_bryan,153,1271642655,153 85 3377,3377,1271655350
248,user_austin_bryan,495,1272576496,495 153 3939,3939,1272606659
249,user_austin_bryan,495,1284765723,495 6145 2525,2525,1284789662
250,user_austin_bryan,6145,1285173782,6145 153 56 495,495,1285206577
251,user_austin_bryan,6145,1286303176,6145 153 94,94,1286322316
252,user_doug_hirsch,215,1285881914,215 645 67,67,1285922087
253,user_jennifer_van_grove,880,1277332755,880 737 67 997,997,1277364020
254,user_jennifer_van_grove,2819,1279135190,2819 997 67,67,1279148189
255,user_jennifer_van_grove,67,1299820955,67 97 1894,1894,1299848075
256,user_jennifer_van_grove,67,1305144496,67 997 2170 6210,6210,1305171029
257,user_sean_percival,215,1252895778,215 67 299,299,1252922716
258,user_sean_percival,215,1268347124,215 97 2110,2110,1268372634
259,user_sharman_ordoyne,4316,1269749511,4316 174 67,67,1269772541
260,user_sharman_ordoyne,14458,1273176153,14458 4316 67,67,1273219367
261,user_sharman_ordoyne,67,1278179373,67 174 4269,4269,1278197982
262,user_owen_thomas,4090,1269131387,4090 67 215,215,1269142465
263,user_owen_thomas,15117,1277756448,15117 873 645,645,1277794554
264,user_owen_thomas,873,1280371154,873 4494 67 1128,1128,1280415990
265,user_owen_thomas,15117,1281127066,15117 873 909,909,1281144094
266,user_owen_thomas,909,1282268942,909 970 604,604,1282279333
267,user_owen_thomas,15117,1283459750,15117 715 909 873,873,1283479689
268,user_julie_minevich,1192,1254423801,1192 115 1450 5268,5268,1254460407
269,user_julie_minevich,115,1269658037,115 66 1450,1450,1269676595
270,user_susan_beebe,94,1273178180,94 495 2006,2006,1273203090
271,user_susan_beebe,148,1273274572,148 3912 94,94,1273281853
272,user_sarah_cooley,56,1259180056,56 73 272,272,1259201460
273,user_sarah_cooley,94,1268343419,94 3766 97 2110 2118,2118,1268390868
274,user_sarah_cooley,1894,1268448306,1894 2110 2118,2118,1268478269
275,user_sarah_cooley,97,1268842196,97 3766 94,94,1268868991
276,user_sarah_cooley,5969,1276295519,5969 5919 8014,8014,1276315461
277,user_sarah_cooley,272,1279735238,272 5910 1125,1125,1279770183
278,user_sarah_cooley,745,1285538005,745 56 6407,6407,1285542628
279,user_anthony_brown,67,1285145832,67 1450 1478,1478,1285175616
280,user_brad_nelson,3660,1276637670,3660 153 66,66,1276656862
281,user_augie_ray,67,1274841938,67 3766 97,97,1274862015
282,user_marie_domingo,299,1280380423,299 880 604,604,1280389033
283,user_krystyl_b,913,1246413305,913 1010 1019,1019,1246422315
284,user_krystyl_b,67,1268355638,67 5191 97 2110,2110,1268384688
285,user_krystyl_b,97,1268796357,97 5191 67,67,1268825494
286,user_krystyl_b,15117,1271984047,15117 216 913,913,1272019706
287,user_amber_rae_lambke,3277,1260238936,3277 54 502 95,95,1260261224
288,user_amber_rae_lambke,66,1268243494,66 97 1894,1894,1268274287
289,user_amber_rae_lambke,36,1277492114,36 5520 3498 5919,5919,1277523650
290,user_matt_van_horn,67,1261076121,67 66 3154,3154,1261118766
291,user_matt_van_horn,128,1261268540,128 135 56,56,1261278349
292,user_matt_van_horn,67,1268449845,67 97 1894 2118,2118,1268481012
293,user_ryan_lawler,6059,1248498843,6059 495 5969,5969,1248504030
294,user_ryan_lawler,254,1253839703,254 3912 148 3277,3277,1253852053
295,user_ryan_lawler,634,1272248163,634 1302 4260,4260,1272258688
296,user_ryan_lawler,6059,1281416117,6059 153 745,745,1281418953
297,user_maria_ogneva,1034,1268434694,1034 97 2118,2118,1268478999
298,user_adam_jackson,645,1270500519,645 880 1010,1010,1270501681
299,user_adam_jackson,880,1271277955,880 1302 1010,1010,1271278636
300,user_adam_jackson,1762,1271313837,1762 715 1072 4260,4260,1271324000
301,user_adam_jackson,1010,1271486178,1010 880 604,604,1271489460
302,user_adam_jackson,1010,1272691826,1010 645 909,909,1272692647
303,user_adam_jackson,1302,1273610540,1302 880 1010,1010,1273611129
304,user_adam_jackson,1302,1275189209,1302 645 880,880,1275210596
305,user_adam_jackson,715,1276029697,715 880 1010,1010,1276030801
306,user_adam_jackson,880,1280436935,880 1010 67,67,1280440215
307,user_adam_jackson,1762,1280613264,1762 1013 970 604,604,1280628133
308,user_adam_jackson,880,1281040743,880 1010 1079,1079,1281041969
309,user_mario_sundar,215,1252365486,215 67 715,715,1252389062
310,user_mario_sundar,97,1268751129,97 15526 67,67,1268774510
311,user_paul_stamatiou,2170,1265593956,2170 13539 20071,20071,1265609845
312,user_paul_stamatiou,2170,1268417982,2170 97 1894 2110,2110,1268445159
313,user_paul_stamatiou,67,1271811178,67 604 4256,4256,1271840358
314,user_paul_stamatiou,634,1279591201,634 1010 1762,1762,1279623483
315,user_paul_stamatiou,604,1280565715,604 692 880,880,1280566040
316,user_paul_stamatiou,692,1281828767,692 15117 1762 715,715,1281846152
317,user_paul_stamatiou,1762,1283413571,1762 692 880,880,1283413968
318,user_esther_assaad,880,1260846097,880 1072 624,624,1260872304
319,user_esther_assaad,737,1267412827,737 604 69,69,1267422334
320,user_esther_assaad,67,1268365111,67 174 97,97,1268397678
321,user_esther_assaad,2110,1268448078,2110 1894 2118,2118,1268480400
322,user_esther_assaad,97,1268798135,97 174 67,67,1268822511
323,user_esther_assaad,67,1273829365,67 66 5971 20514 158 5919,5919,1273897058
324,user_esther_assaad,715,1277691817,715 12401 1072,1072,1277706780
325,user_esther_assaad,67,1286579944,67 215 963,963,1286605569
326,user_maya_baratz,1894,1237240137,1894 2110 2115,2115,1237248947
327,user_maya_baratz,913,1243297997,913 645 1302,1302,1243313464
328,user_maya_baratz,692,1244333269,692 1302 1013,1013,1244359488
329,user_maya_baratz,692,1249166295,692 1013 12401,12401,1249191211
330,user_maya_baratz,1079,1257650214,1079 970 4260,4260,1257681149
331,user_maya_baratz,67,1260790426,67 66 436,436,1260813766
332,user_maya_baratz,67,1268334696,67 97 2110,2110,1268363808
333,user_maya_baratz,2110,1268527984,2110 1894 2118 2115,2115,1268555792
334,user_maya_baratz,97,1268840984,97 4316 67,67,1268875246
335,user_maya_baratz,11,1274652696,11 135 128,128,1274657966
336,user_maya_baratz,67,1286010575,67 66 159,159,1286051018
337,user_sean_scott,20842,1276117967,20842 66 119,119,1276136075
338,user_caroline_mccarthy,10634,1246823026,10634 495 11,11,1246852153
339,user_caroline_mccarthy,85,1249839951,85 3671 128,128,1249850556
340,user_caroline_mccarthy,56,1251048494,56 128 3671 5013,5013,1251070144
341,user_caroline_mccarthy,1034,1258194230,1034 119 154,154,1258224383
342,user_caroline_mccarthy,83,1258744037,83 436 154 272 119,119,1258769748
343,user_caroline_mccarthy,67,1260270125,67 66 272 154,154,1260302058
344,user_caroline_mccarthy,85,1260643553,85 3671 465 3498 154,154,1260694439
345,user_caroline_mccarthy,546,1260903806,546 36 436,436,1260937765
346,user_caroline_mccarthy,3671,1261334075,3671 436 83 546 135 154,154,1261384099
347,user_caroline_mccarthy,3671,1261847836,3671 85 465 154,154,1261905086
348,user_caroline_mccarthy,546,1262122885,546 436 3671 154,154,1262141811
349,user_caroline_mccarthy,16242,1266513820,16242 10634 540 83,83,1266534091
350,user_caroline_mccarthy,54,1268091486,54 56 3498,3498,1268114920
351,user_caroline_mccarthy,119,1268327154,119 97 2110,2110,1268364008
352,user_caroline_mccarthy,1894,1268534181,1894 2118 2115,2115,1268559841
353,user_caroline_mccarthy,3178,1269743080,3178 5520 3657,3657,1269763619
354,user_caroline_mccarthy,6638,1270239560,6638 880 604,604,1270252568
355,user_caroline_mccarthy,67,1273349396,67 66 119,119,1273375870
356,user_caroline_mccarthy,16242,1277399970,16242 56 3174,3174,1277439075
357,user_caroline_mccarthy,3174,1282858515,3174 8543 3498,3498,1282886841
358,user_andrew_mager,1034,1236961901,1034 97 2110,2110,1236991346
359,user_andrew_mager,67,1261393260,67 963 1477,1477,1261424427
360,user_andrew_mager,67,1270692755,67 2499 963,963,1270723704
361,user_andrew_mager,3498,1276117030,3498 54 3890,3890,1276137665
362,user_andrew_mager,546,1276370639,546 153 3890 436,436,1276393244
363,user_andrew_mager,83,1276456155,83 6718 436,436,1276486974
364,user_eric_martinez,2819,1267903539,2819 66 8014,8014,1267934952
365,user_eric_martinez,56,1268934224,56 6164 745 495,495,1268963062
366,user_eric_martinez,8014,1269213255,8014 66 56 997,997,1269254460
367,user_iamkhayyam,1156,1263325286,1156 2499 3488 94,94,1263373003
368,user_iamkhayyam,454,1263432088,454 3154 56,56,1263437328
369,user_iamkhayyam,3735,1263603967,3735 3154 454,454,1263652208
370,user_iamkhayyam,94,1264206393,94 3488 215 1156,1156,1264256816
371,user_iamkhayyam,1156,1267747954,1156 857 2215 215,215,1267761314
372,user_iamkhayyam,56,1268014652,56 3154 153,153,1268021796
373,user_iamkhayyam,3759,1268533142,3759 2115 20383 1894 2118,2118,1268578207
374,user_iamkhayyam,97,1268863718,97 5191 215,215,1268889849
375,user_iamkhayyam,6718,1272335056,6718 5154 18290 277 45 320,320,1272345020
376,user_iamkhayyam,6059,1272571172,6059 436 12741,12741,1272609672
377,user_iamkhayyam,135,1276259082,135 3657 3501 3557,3557,1276261757
378,user_iamkhayyam,95,1277508532,95 3557 3549,3549,1277520978
379,user_iamkhayyam,3587,1278528931,3587 3549 3557,3557,1278531433
380,user_iamkhayyam,3174,1285560068,3174 3549 3660 5910,5910,1285566876
381,user_iamkhayyam,5310,1289983781,5310 158 127 296,296,1290010874
382,user_iamkhayyam,127,1290137130,127 3671 95 3557,3557,1290150565
383,user_iamkhayyam,94,1290646294,94 66 546,546,1290649855
384,user_iamkhayyam,3671,1290731813,3671 158 2006,2006,1290739782
385,user_iamkhayyam,6169,1297055156,6169 148 3173,3173,1297069543
386,user_brian_wong0,1034,1270625952,1034 857 1156,1156,1270641859
387,user_adam_ostrow,119,1268414465,119 1894 2110,2110,1268449384
388,user_adam_ostrow,154,1285797278,154 94 2170,2170,1285834582
389,user_hao_chen,36,1271544613,36 836 6574 23475,23475,1271560768
390,user_jim_techfrog_alden,215,1268338479,215 174 97 2110,2110,1268364291
391,user_jim_techfrog_alden,20383,1268873505,20383 2499 215,215,1268894014
392,user_nathaniel_mcnamara,5607,1271027969,5607 4316 67,67,1271080551
393,user_nathaniel_mcnamara,67,1280982018,67 215 66,66,1281018492
394,user_tina_hui,1013,1257824849,1013 970 299,299,1257849695
395,user_tina_hui,66,1258951141,66 67 1762,1762,1258983494
396,user_tina_hui,67,1268463828,67 889 97 2118,2118,1268486797
397,user_tina_hui,97,1268677298,97 215 67,67,1268697961
398,user_tina_hui,67,1270485892,67 4316 66,66,1270521040
399,user_tina_hui,495,1276986249,495 296 3671,3671,1277014670
400,user_tina_hui,66,1277080354,66 119 939,939,1277106150
401,user_tina_hui,66,1286395484,66 3271 67,67,1286436256
402,user_isaac_hall,67,1268613038,67 97 1894,1894,1268658767
403,user_crystal_williams,67,1254508470,67 215 889,889,1254540002
404,user_crystal_williams,1297,1263203240,1297 67 66,66,1263234436
405,user_christine_ngo,67,1268311825,67 3766 97,97,1268339954
406,user_christine_ngo,1894,1268681920,1894 97 3766 67,67,1268738453
