trajID,userID,start_poi,start_time,poi_sequence,end_poi,end_time
152,user_ed_palumbo,97,1268675000,97 2110 1894,1894,1268681868
153,user_brian_walsh,97,1268776044,97 2499 67,67,1268800930
154,user_wayne_sutton,153,1251230474,153 148 56,56,1251237144
155,user_chris_cameron,2499,1280769675,2499 2170 1450,1450,1280798768
156,user_chris_cameron,154,1281131575,154 8014 6718,6718,1281153171
157,user_chris_cameron,154,1281305494,154 66 2499,2499,1281336222
158,user_schneidermike_schneidermike,1450,1268417135,1450 97 2110,2110,1268446005
159,user_schneidermike_schneidermike,54,1276040905,54 66 1450,1450,1276073464
160,user_schneidermike_schneidermike,1450,1284651067,1450 94 436 54,54,1284685995
161,user_schneidermike_schneidermike,66,1286558447,66 436 5971,5971,1286566033
162,user_chris_abraham,880,1264815977,880 67 2170 115,115,1264848952
163,user_florian_seroussi,153,1287443947,153 154 3498 836,836,1287475082
164,user_stacy_sophus,94,1246663003,94 6718 148,148,1246671091
165,user_olivier_desbiey,128,1276806197,128 745 16234,16234,1276830246
166,user_mikey_il,745,1270844583,745 127 153 128 56 3912 148,148,1270870186
167,user_mikey_il,6951,1280000642,6951 153 3660,3660,1280026561
168,user_mikey_il,436,1280172000,436 158 745 154,154,1280204100
169,user_sarah_wulfeck,67,1268452901,67 97 1894,1894,1268484664
170,user_sam_ys_yoo,63020,1276504352,63020 3976 14458,14458,1276532557
171,user_sam_ys_yoo,63020,1279017321,63020 52069 3976 14458,14458,1279055096
172,user_sam_ys_yoo,46899,1279965554,46899 3976 14458,14458,1279979651
173,user_sam_ys_yoo,52069,1280235319,52069 63020 3976,3976,1280240408
174,user_sam_ys_yoo,14458,1281190427,14458 3976 52069,52069,1281192860
175,user_sam_ys_yoo,63020,1281542584,63020 52069 3976,3976,1281552196
176,user_sam_ys_yoo,63073,1281710721,63073 52069 3976,3976,1281729167
177,user_sam_ys_yoo,46899,1282029681,46899 3976 63020 52069 47626,47626,1282049248
178,user_sam_ys_yoo,63073,1282122517,63073 3976 52069 54770 14458,14458,1282155952
179,user_sam_ys_yoo,52069,1282656148,52069 3976 63020,63020,1282665581
180,user_sam_ys_yoo,54770,1283681962,54770 3976 52069,52069,1283691370
181,user_sam_ys_yoo,14458,1284795497,14458 52069 3976,3976,1284801635
182,user_sam_ys_yoo,52069,1286694241,52069 54770 3976,3976,1286709044
183,user_sam_ys_yoo,52069,1289321663,52069 3976 47626,47626,1289330327
184,user_jose_gutierrez,2170,1289176383,2170 67 997,997,1289202620
185,user_jose_gutierrez,56,1306708787,56 153 2006 54,54,1306718447
186,user_jean_luc_david,1735,1299871878,1735 97 2110,2110,1299892073
187,user_anthony_quintano,148,1286508488,148 16234 6951,6951,1286512645
188,user_ben_roodman,154,1250375069,154 56 5910 745,745,1250388428
189,user_ben_roodman,4090,1267754009,4090 67 174,174,1267789200
190,user_ben_roodman,97,1268868994,97 215 67,67,1268897633
191,user_daniel_rhodes,67,1268366930,67 174 97,97,1268397622
192,user_jeff_latimer,604,1276219151,604 67 215,215,1276249160
193,user_jeff_latimer,645,1276389353,645 1927 67,67,1276423214
194,user_david_pots,155,1282311142,155 1192 154,154,1282323010
195,user_kabir_hemrajani,1450,1268433187,1450 963 97,97,1268464228
196,user_k_current,63073,1272686374,63073 69751 3976,3976,1272693253
197,user_k_current,4008,1273582766,4008 41704 3976,3976,1273594123
198,user_brian_papa,8014,1264721589,8014 56 158,158,1264750807
199,user_brian_papa,56,1281313375,56 153 495,495,1281331119
200,user_brian_papa,3735,1285370836,3735 153 296,296,1285385496
201,user_alvin_vitangcol,880,1294906104,880 67 2170,2170,1294942346
202,user_chris_mccann8,115,1266973536,115 155 154,154,1267001599
203,user_steve_levine2,5971,1268095467,5971 7410 495,495,1268110072
204,user_steve_levine2,5971,1271441172,5971 7410 836,836,1271469011
205,user_steve_levine2,5971,1279303364,5971 7410 5910,5910,1279328087
206,user_steve_levine2,5971,1285956242,5971 8014 7410,7410,1285985697
207,user_jessica_murray,115,1274637644,115 296 745,745,1274664698
208,user_jessica_murray,963,1286984257,963 2499 889,889,1287012339
209,user_ben_kessler,56,1280007694,56 495 154,154,1280027142
210,user_dennis_domingo,1010,1266274487,1010 604 715,715,1266288628
211,user_alex_brooks,67,1307736128,67 715 604,604,1307767117
212,user_jacques,215,1283651733,215 67 4090,4090,1283681750
213,user_burt_herman,67,1268338728,67 97 2110,2110,1268365070
214,user_maarten_peschier,66,1268330625,66 97 2110,2110,1268371712
215,user_maarten_peschier,454,1286050083,454 3277 3912,3912,1286068539
216,user_maarten_peschier,2110,1300559087,2110 97 66,66,1300577294
217,user_jeff_grosse,2499,1285535213,2499 67 604,604,1285566567
218,user_chuck_reynolds,97,1268438899,97 2110 1894,1894,1268450296
219,user_chuck_reynolds,836,1269559029,836 454 66,66,1269567066
220,user_jen_grant,94,1267405038,94 174 2215,2215,1267442507
221,user_werner_vogels,94,1277588024,94 963 857,857,1277619053
222,user_mark_simonds,174,1299793641,174 97 2110,2110,1299817525
223,user_ben_bator,2110,1268861433,2110 97 215,215,1268907808
224,user_andrew_grill,67,1295087553,67 604 880,880,1295087579
225,user_terrence,1010,1266023457,1010 645 604,604,1266039733
226,user_terrence,94,1280021370,94 153 3660 2006,2006,1280046076
227,user_terrence,454,1280349225,454 158 154,154,1280369824
228,user_chris_pendleton,115,1271271294,115 1192 174,174,1271310673
229,user_chris_pendleton,3735,1273252877,3735 66 857,857,1273286717
230,user_josh_bob,889,1255474696,889 215 1450,1450,1255510864
231,user_richard_breeden1,97,1268419922,97 1894 2110,2110,1268420418
232,user_chris_hiester,2525,1269200042,2525 56 153,153,1269206982
233,user_eric_gonzalez,97,1253249843,97 889 67,67,1253270625
234,user_john_bonebrake,880,1269229079,880 67 2215,2215,1269240395
235,user_spam,6951,1264970846,6951 154 7410 2525 745,745,1264991867
236,user_peter_cortez,56,1264281133,56 3168 454,454,1264300605
237,user_peter_cortez,66,1265247498,66 56 215,215,1265278677
238,user_sebastian_san_juan,154,1287001747,154 2006 158,158,1287004738
239,user_ross_collier,454,1279846081,454 127 6300,6300,1279856960
240,user_saul_colt,963,1268362589,963 97 1894,1894,1268379787
241,user_eileen_jackson,997,1285378393,997 67 645,645,1285397887
242,user_youngji_kim,2006,1285182112,2006 148 3735,3735,1285200850
243,user_kimberley_anderson,3912,1284491448,3912 454 153,153,1284511262
244,user_kimberley_anderson,5910,1285199053,5910 745 2006,2006,1285199249
245,user_devin_reams,97,1268454497,97 1894 2110,2110,1268459128
246,user_evan_solomon,67,1254906890,67 1735 94 6718,6718,1254965865
247,user_evan_solomon,4090,1277155096,4090 67 889,889,1277168961
248,user_jumapili_ikuseghan,16244,1285014612,16244 4605 7268 29463,29463,1285015058
249,user_dylan_ko,46899,1275897157,46899 3976 52069,52069,1275924821
250,user_robert,128,1286661660,128 153 56 54,54,1286678872
251,user_david_gerzof,836,1288388304,836 2006 154 745,745,1288421278
252,user_glenn_letham,174,1278796922,174 889 997,997,1278816994
253,user_matt_hunter,3168,1291336665,3168 66 67,67,1291373129
254,user_matt_hunter,154,1295484947,154 148 66 67,67,1295518937
255,user_david_rosen,454,1277141123,454 56 154,154,1277173158
256,user_david_rosen,2006,1278038407,2006 154 7410,7410,1278041712
257,user_david_rosen,56,1278095392,56 154 66,66,1278139635
258,user_david_rosen,454,1278194194,454 2006 154,154,1278232943
259,user_david_rosen,8014,1278540889,8014 454 56 154,154,1278566419
260,user_david_rosen,56,1279224213,56 7410 154,154,1279248180
261,user_david_rosen,2006,1280370683,2006 3735 154,154,1280384189
262,user_eric_miltsch,963,1276015152,963 2807 215,215,1276042653
263,user_paolo_privitera,3660,1306624465,3660 153 7410,7410,1306635616
264,user_chris_hutchins,97,1268449366,97 2110 1894,1894,1268460174
265,user_iizliz_p,66,1276626031,66 215 997,997,1276658270
266,user_marcelino_alvarez,174,1268346367,174 97 2110,2110,1268381161
267,user_marcelino_alvarez,97,1268880282,97 174 2215,2215,1268910304
268,user_don_ryan,94,1251922905,94 128 153,153,1251960522
269,user_janis_krums,3660,1267919990,3660 153 127,127,1267924865
270,user_cassel_kroll,148,1265754728,148 3660 5910,5910,1265759786
271,user_cassel_kroll,153,1268012818,153 495 3660,3660,1268042786
272,user_cassel_kroll,94,1268409903,94 2807 963,963,1268425636
273,user_cassel_kroll,296,1279489813,296 6300 3660,3660,1279507502
274,user_rob_sheppard,454,1264828948,454 2006 94 66,66,1264852896
275,user_tyler_ahn,115,1271382560,115 2499 215,215,1271409791
276,user_grant_bell,67,1268450356,67 174 97,97,1268479026
277,user_sally_church,56,1249152203,56 128 153,153,1249154054
278,user_brian_eisenberg,67,1277239501,67 604 4090,4090,1277263303
279,user_mark_krynsky,215,1268359237,215 97 1894,1894,1268403063
280,user_frank_neill,154,1257983350,154 56 836,836,1257989611
281,user_frank_neill,56,1281043818,56 54 154,154,1281061859
282,user_morgan_brown,2499,1268437273,2499 97 2110,2110,1268456843
283,user_morgan_brown,1894,1268772585,1894 2110 97,97,1268790132
284,user_justin_hourigan,153,1285091016,153 54 66 3660,3660,1285124153
285,user_kalimah_priforce,454,1271466573,454 3735 56,56,1271480653
286,user_chrys_bader,67,1268366608,67 174 97,97,1268397528
287,user_chrys_bader,97,1268799439,97 174 67,67,1268822531
288,user_jason_shellen,67,1237068918,67 97 1894,1894,1237094569
289,user_eugene_donca_mollino,69750,1265049939,69750 4008 41704,41704,1265056300
290,user_eugene_donca_mollino,3976,1265089790,3976 41704 69750,69750,1265094417
291,user_eugene_donca_mollino,41704,1265453061,41704 3976 89929 52327,52327,1265480058
292,user_eugene_donca_mollino,69750,1266518135,69750 3976 41704,41704,1266520965
293,user_eugene_donca_mollino,52327,1267029033,52327 3976 41704,41704,1267045461
294,user_eugene_donca_mollino,4008,1267129814,4008 3976 41704,41704,1267133526
295,user_eugene_donca_mollino,52327,1267601917,52327 89929 3976,3976,1267613149
296,user_eugene_donca_mollino,3976,1268339065,3976 69750 4008 41704,41704,1268343139
297,user_eugene_donca_mollino,14458,1268905826,14458 69750 41704,41704,1268916778
298,user_eugene_donca_mollino,3976,1269084827,3976 52327 41704,41704,1269113033
299,user_eugene_donca_mollino,3976,1270753303,3976 69750 41704,41704,1270756605
300,user_eugene_donca_mollino,69750,1271310805,69750 3976 89929,89929,1271319122
301,user_eugene_donca_mollino,69750,1271789732,69750 41704 3976,3976,1271794231
302,user_eugene_donca_mollino,41704,1272522515,41704 3976 69750 14458,14458,1272525716
303,user_eugene_donca_mollino,52327,1274283564,52327 69750 3976 47626 41704,41704,1274290827
304,user_eugene_donca_mollino,41704,1274681130,41704 3976 14458 69750,69750,1274709437
305,user_eugene_donca_mollino,14458,1275231396,14458 41704 3976,3976,1275240779
306,user_eugene_donca_mollino,69750,1275471821,69750 3976 4008 41704,41704,1275504029
307,user_eugene_donca_mollino,52327,1276098004,52327 3976 47626 41704,41704,1276115458
308,user_eugene_donca_mollino,4008,1277394822,4008 41704 3976,3976,1277399959
309,user_eugene_donca_mollino,69750,1277493835,69750 3976 41704 47626,47626,1277499794
310,user_eugene_donca_mollino,14458,1277713822,14458 3976 41704,41704,1277722691
311,user_eugene_donca_mollino,89929,1278510672,89929 52327 41704 3976,3976,1278532905
312,user_eugene_donca_mollino,69750,1278691570,69750 89929 3976 41704,41704,1278707135
313,user_eugene_donca_mollino,69750,1279036317,69750 4008 3976 41704,41704,1279038766
314,user_eugene_donca_mollino,3976,1280119928,3976 41704 14458,14458,1280137456
315,user_eugene_donca_mollino,41704,1280720817,41704 3976 69750,69750,1280727796
316,user_eugene_donca_mollino,3976,1280901912,3976 69750 14458 41704 4008 52327,52327,1280949972
317,user_eugene_donca_mollino,130969,1281978121,130969 52327 3976 41704,41704,1281984054
318,user_eugene_donca_mollino,4008,1282325202,4008 69750 3976 41704,41704,1282331142
319,user_eugene_donca_mollino,130969,1283353014,130969 3976 52327 41704,41704,1283366050
320,user_eugene_donca_mollino,52327,1285182750,52327 41704 3976,3976,1285186343
321,user_heiko_hebig,66,1270946489,66 153 495,495,1270957051
322,user_patrick_m,880,1265756995,880 1010 4090,4090,1265759142
323,user_heather_nonprofitorgs,2525,1291759664,2525 94 963,963,1291794774
324,user_arun_stephens,66,1305479767,66 56 3660 2006,2006,1305519422
325,user_detavio_samuels,153,1275089824,153 6718 154,154,1275108723
326,user_john_hyland,8014,1272485391,8014 2006 154,154,1272503214
327,user_john_hyland,128,1285109358,128 56 154,154,1285132085
328,user_john_hyland,56,1291356674,56 2006 154,154,1291373392
329,user_son_hong,4090,1287727518,4090 67 889,889,1287743440
330,user_tom_barcus,66,1279498656,66 8014 154,154,1279512904
331,user_brian_mascarenhas,997,1266302589,997 215 66,66,1266341124
332,user_meghan_murphy,174,1268947153,174 97 2110,2110,1268959366
333,user_dennis_yang,97,1269289916,97 174 67,67,1269322004
334,user_dennis_yang,67,1299722733,67 215 97,97,1299742934
335,user_dennis_yang,97,1300843665,97 2499 67,67,1300868631
336,user_dennis_yang,67,1304360975,67 997 97,97,1304383752
337,user_hung_truong,97,1268849483,97 2499 857,857,1268876643
338,user_kevin_gawthrope,2499,1271274296,2499 66 6951,6951,1271303397
339,user_kevin_gawthrope,2499,1276029143,2499 67 604,604,1276056464
340,user_mary_ann_porch,745,1270083153,745 5910 8014,8014,1270086893
341,user_mary_ann_porch,154,1283227685,154 745 8014,8014,1283230442
342,user_anngelica,296,1269197647,296 16242 5910,5910,1269221946
343,user_anngelica,56,1272581585,56 745 495,495,1272595190
344,user_scott_goodwin,8639,1276018237,8639 3735 454,454,1276052423
345,user_emilyspearl,94,1268413285,94 97 2110,2110,1268454445
346,user_emilyspearl,148,1281737792,148 11158 153,153,1281765732
347,user_gary_gale,2807,1291327568,2807 963 1450,1450,1291347496
348,user_dave_kerpen,66,1283354272,66 56 1450,1450,1283361819
349,user_ace_bhattacharjya,436,1280083049,436 127 128 495,495,1280105793
350,user_chris_carter5,97,1245088086,97 94 153 2006,2006,1245130908
351,user_chris_carter5,2525,1245310840,2525 745 836,836,1245313330
352,user_chris_carter5,127,1245352776,127 153 56,56,1245394304
353,user_chris_carter5,153,1296790175,153 56 148,148,1296800221
354,user_inaki_escudero,495,1248906167,495 148 6300,6300,1248935531
355,user_inaki_escudero,6300,1249929311,6300 148 3912,3912,1249944214
356,user_inaki_escudero,6300,1250971328,6300 495 2525 5910,5910,1250982477
357,user_inaki_escudero,745,1267245848,745 3277 495,495,1267255163
358,user_steven_ehrlich,454,1262239835,454 154 158,158,1262240644
359,user_john_eckman,154,1253837809,154 66 1450,1450,1253850029
360,user_john_eckman,66,1256833963,66 115 1192,1192,1256844742
361,user_john_eckman,56,1268097253,56 66 67,67,1268135690
362,user_john_eckman,2499,1268451589,2499 97 2110,2110,1268468727
363,user_john_eckman,97,1268799988,97 2499 67,67,1268820307
364,user_john_eckman,1450,1284561670,1450 154 56 3912 66,66,1284604695
365,user_chad_burgess,16234,1278915709,16234 745 8014,8014,1278916832
366,user_chad_burgess,154,1283440582,154 174 889,889,1283487225
367,user_hazel_swayne,3912,1248928954,3912 148 6300,6300,1248934789
368,user_hazel_swayne,2006,1248997843,2006 836 3912 745,745,1249010319
369,user_hazel_swayne,745,1250972063,745 495 2525,2525,1250975377
370,user_hazel_swayne,7410,1251241984,7410 3912 148 6300,6300,1251264646
371,user_hazel_swayne,745,1267245761,745 3277 495,495,1267255187
372,user_hazel_swayne,6300,1267918219,6300 148 3912,3912,1267924493
373,user_stephen_riley,963,1268512681,963 97 2110,2110,1268536136
374,user_beth_b,56,1256514420,56 3660 2006,2006,1256529876
375,user_kristin_maverick,97,1268431111,97 1894 2110,2110,1268447861
376,user_kristin_maverick,963,1279477341,963 67 1010,1010,1279515840
377,user_cesar_razuri,454,1278003929,454 3912 56,56,1278022811
378,user_cesar_razuri,128,1278200068,128 56 5910,5910,1278210994
379,user_idan_cohen,66,1271775010,66 67 880,880,1271818338
380,user_damien_basile,8014,1263701480,8014 5910 7410 153,153,1263707305
381,user_damien_basile,97,1268838580,97 963 94,94,1268863397
382,user_damien_basile,153,1269217606,153 56 128,128,1269222756
383,user_damien_basile,3735,1269466985,3735 5971 6571 495,495,1269494724
384,user_damien_basile,128,1269643111,128 56 6571,6571,1269661623
385,user_damien_basile,56,1270347273,56 154 158,158,1270350369
386,user_damien_basile,56,1276368136,56 148 495,495,1276398047
387,user_nathan_folkman,154,1251303291,154 155 66,66,1251345183
388,user_nathan_folkman,56,1260474809,56 3277 54,54,1260497625
389,user_nathan_folkman,56,1266616047,56 54 8014,8014,1266629279
390,user_nathan_folkman,3277,1267649898,3277 54 153,153,1267664019
391,user_nathan_folkman,56,1270138804,56 54 8014 3277,3277,1270169594
392,user_nathan_folkman,8014,1274391011,8014 3277 54,54,1274414214
393,user_nathan_folkman,54,1275506587,54 8014 3277,3277,1275525665
394,user_nathan_folkman,56,1276280988,56 8014 3277,3277,1276302841
395,user_nathan_folkman,8014,1276724053,8014 56 454,454,1276754173
396,user_nathan_folkman,54,1282947119,54 94 963,963,1282969396
397,user_tim_shey,66,1277404353,66 67 604,604,1277443484
398,user_thefatapple,495,1282004851,495 5910 2525,2525,1282019168
399,user_peter_hoskins,880,1275686832,880 67 174,174,1275720878
400,user_phoebe_e,2525,1281400246,2525 56 153,153,1281402484
401,user_phoebe_e,56,1297892657,56 495 7410,7410,1297912463
402,user_phoebe_e,56,1300390514,56 153 495 7410,7410,1300425168
403,user_matt_hagel,94,1286584332,94 174 67,67,1286622115
404,user_irene_tien,215,1258070503,215 67 66,66,1258099674
405,user_irene_tien,174,1275768179,174 94 454,454,1275796946
406,user_andy_miles,67,1286959755,67 66 436,436,1287006453
407,user_alex_white,153,1255569307,153 56 3277,3277,1255577303
