poiID,poiCat,poiLon,poiLat
249,Food:Coffee Shop,-0.227440596,51.51332305
7268,Food:Coffee Shop,-106.057065,39.633075
14458,Food:Coffee Shop,-93.388336,44.936704
6300,Travel:Subway,-73.99017334,40.70637619
889,Travel:Airport,-115.1500654,36.08536695
3414,Food:Tea Room,-71.0187909,42.3620661
16234,Travel:Bus Station,-73.990667,40.756977
47626,Nightlife:Karaoke,141.1186739,39.2793405
3912,Parks & Outdoors:Park,-73.98789883,40.74227424
1284,Great Outdoors:Parks,-122.4270638,37.7597548
29463,Home / Work / Other:Home,-122.874854,49.097265
69758,Travel:Train Station,139.7390985,35.62866326
645,College & Education:Stadium:Baseball,-122.3900557,37.77851667
836,Parks & Outdoors:Plaza / Square,-73.98360729,40.75375915
1894,Travel:Hotel,-97.7389279,30.2649556
16242,Food:Coffee Shop,-73.991113,40.6862489
3660,Parks & Outdoors:Park,-73.96699905,40.78073641
155,Travel:Train Station,-77.00643539,38.89777987
110682,Parks & Outdoors:Basketball Court,-118.415,33.9829
63020,Food:Coffee Shop,127.0275622,37.4991846
2215,Travel:Airport:Terminal,-122.5929594,45.58911629
296,Home / Work / Other:Gym / Fitness:Track,-73.99352074,40.70348074
436,Travel:Hotel,-73.9883709,40.74585891
25140,Travel:Train Station,4.46864605,51.92481682
3277,Food:Coffee Shop,-73.9899308,40.7331076
2499,Travel:Airport,-112.002182,33.43652689
4090,Travel:Subway,-122.4017591,37.7890206
4008,Home / Work / Other:Government:Monument / Landmark,139.7666502,35.68138744
128,Food:Coffee Shop,-74.004793,40.741964
715,Shops:Food & Drink:Grocery / Supermarket,-122.4328852,37.80456235
115,Travel:Airport,-77.04353571,38.85334449
5971,Food:French,-73.99309158,40.74790721
158,Arts & Entertainment:Stadium,-73.99347782,40.75049188
127,Arts & Entertainment:Art Gallery,-73.97755623,40.76136589
604,Shops:Technology,-122.438191,37.800487
3168,Food:Caf¨¦,-73.9743606,40.7538157
54,Home / Work / Other:Corporate / Office:Tech Startup,-73.99118185,40.72827508
4605,Food:Sandwiches,-111.84032,39.677984
2525,Parks & Outdoors:Other - Parks & Outdoor,-73.99764061,40.73083612
270024,Travel:Highway / Traffic,139.1192347,36.25432498
52199,Travel:Subway,139.6227141,35.46618394
6828,Travel:Train Station,-0.113124847,51.50269217
5910,Shops:Food & Drink:Grocery / Supermarket,-73.99055958,40.73652697
2006,Parks & Outdoors:Plaza / Square,-73.98695469,40.75596974
9590,Food:Coffee Shop,-118.469994,34.065051
3735,Food:Coffee Shop,-73.97312,40.761239
315967,Shops:Food & Drink:Grocery / Supermarket,131.596266,33.2452604
6951,Travel:Highway / Traffic,-74.01167393,40.76351123
1735,Travel:Airport,-83.35629702,42.20779501
3498,Arts & Entertainment:Other - Entertainment,-74.0056874,40.7405341
89929,Travel:Train Station:Train,139.7011614,35.65865615
69751,Travel:Highway / Traffic,135.721923,34.943075
6571,Home / Work / Other:Gym / Fitness,-73.99010897,40.73271822
1192,Food:Coffee Shop,-77.0422757,38.901247
1927,Parks & Outdoors:Bridge,-122.47859,37.81948023
20514,Home / Work / Other:Corporate / Office,-73.9849844,40.7418973
1302,Food:Coffee Shop,-122.4140773,37.7524855
179281,Home / Work / Other:Corporate / Office,-73.98937941,40.73680744
997,Travel:Airport,-117.1997452,32.7320575
6718,Arts & Entertainment:Stadium,-73.92633677,40.82960072
15675,Food:Coffee Shop,-75.1570834,39.9425917
52077,Home / Work / Other:Other - Buildings,126.8980873,37.48547507
624,Shops:Mall,-122.4036813,37.78449476
3140,Parks & Outdoors:Park,-73.9522,40.721
5344,Food:Caf¨¦,-74.0038,40.7198
2819,Food:Coffee Shop,-117.1964622,32.73268024
873,Food:Caf¨¦,-122.400996,37.78939
707,Parks & Outdoors:Bridge,-122.3730357,37.8025696
129,Travel:Airport:Gate,-74.18063164,40.69157227
3644,Travel:Subway,-73.97248149,40.71368746
465,Arts & Entertainment:Movie Theater:Cineplex,-73.99066687,40.73403932
5268,Parks & Outdoors:Baseball Field,-71.09724998,42.34644463
5310,Parks & Outdoors:Lake / Pond,-73.9699173,40.66488436
1128,Travel:Airport,-77.44790554,38.95270098
1034,Travel:Airport,-122.2126114,37.71226741
412,Food:Pizza,-80.27812958,25.79494548
26100,Travel:Train Station,-79.38089848,43.64536121
7697,Travel:Airport,-87.74265289,41.78763301
2574,Travel:Airport,-74.17951584,40.69144211
3549,Arts & Entertainment:Art Gallery,-73.96294355,40.77919282
95,Arts & Entertainment:Bowling Alley,-73.95749599,40.7219188
135,Parks & Outdoors:Garden,-74.00639534,40.7455988
3271,Travel:Airport,-80.94402552,35.22066083
18387,Travel:Train Station:Train,-74.16496754,40.73470595
3657,Nightlife:Bar,-73.9942,40.7214
3488,Travel:Airport,-75.24209976,39.87618409
13539,Food:Coffee Shop,-84.42830086,33.84910459
3587,Parks & Outdoors:Other - Parks & Outdoor,-73.99150372,40.73099872
6460,Shops:Food & Drink:Grocery / Supermarket,-73.9889039,40.7339949
546,Food:Coffee Shop,-73.9878596,40.7457021
18290,Food:Donuts,-73.9545057,40.8211216
119455,Home / Work / Other:Corporate / Office:Conference room,-122.6836824,45.52472056
3671,Home / Work / Other:Other - Buildings,-73.9786862,40.758753
6210,Travel:Airport,-81.30837679,28.43126056
69770,Travel:Train Station:Train,136.8827559,35.1708471
913,Nightlife:Bar,-122.392465,37.78252
9132,Parks & Outdoors:Other - Parks & Outdoor,-73.99073124,40.70731962
1072,Shops:Food & Drink:Grocery / Supermarket,-122.407666,37.770627
1762,Travel:Subway,-122.4070501,37.78494416
1125,Travel:Train Station:Train,-73.99386406,40.75073571
3178,Nightlife:Dive Bar,-73.993143,40.724614
119,Travel:Airport,-73.77795696,40.64606622
5077,Home / Work / Other:Corporate / Office,-122.4065298,37.79267888
597,Home / Work / Other:Gym / Fitness:Yoga Studio,-122.421838,37.798321
18928,Food:Donuts,-72.120934,43.642233
110914,Food:Sushi,-118.78524,34.184612
23410,Home / Work / Other:Corporate / Office,-73.990814,40.742046
5886,Travel:Airport:Terminal,13.29036713,52.55433305
157981,Home / Work / Other:Home,-94.7049558,38.9535148
11962,Home / Work / Other:Corporate / Office,-122.3358536,47.58089712
4696,Shops:Technology,-0.142049789,51.51431122
5191,Travel:Airport:Terminal,-95.3416729,29.98686931
69,Food:Coffee Shop,-122.4078226,37.78246396
1013,Shops:Food & Drink:Grocery / Supermarket,-122.399615,37.78109875
1478,Travel:Train Station,-71.05540752,42.35258178
5919,Nightlife:Pub,-74.00963545,40.75237748
22811,Food:Coffee Shop,-123.1195386,49.2632721
81874,Travel:Train Station,139.77283,35.69871047
4269,Travel:Airport,-93.21144104,44.88141759
58460,Travel:Train Station,5.479516983,51.44298772
6407,Shops:Bookstore,-73.97828579,40.7858706
314818,Food:Caf¨¦,130.4017155,33.5903547
73,Home / Work / Other:Event Space,-74.0018034,40.71892644
225485,Home / Work / Other:Home,-84.50866,39.104216
15117,Home / Work / Other:Gym / Fitness:Yoga Studio,-122.4127563,37.8058453
1477,Travel:Airport,-76.66877747,39.17971155
666,Home / Work / Other:Corporate / Office:Tech Startup,-122.1519613,37.41594776
15526,Travel:Airport,-97.04051971,32.89760578
85,Food:Caf¨¦,-73.99060249,40.7558072
216,Home / Work / Other:Corporate / Office:Tech Startup,-122.4006128,37.7820951
6059,Shops:Apparel,-73.998284,40.723567
3501,Arts & Entertainment:Other - Entertainment,-73.97916555,40.75910671
5639,Travel:Train Station,-0.17706871,51.51651449
939,Travel:Airport,-121.9263044,37.36662498
79882,Travel:Train Station:Train,8.540282249,47.37815609
5013,Nightlife:Bar,-73.981,40.73
40264,Shops:Technology,-79.3798184,43.6536617
272,Travel:Train Station,-73.80851269,40.69956029
43084,Food:Coffee Shop,-79.38248634,43.67088271
270782,Travel:Train Station:Train,139.622732,35.439786
195918,Uncategorized,139.6840756,35.6292251
277,Food:Sandwiches,-73.988414,40.738771
17,Food:Coffee Shop,-73.991199,40.7365179
126915,Home / Work / Other:Corporate / Office,-105.2029967,40.06960705
41539,Food:Burgers,-87.947872,42.261403
1258,Travel:Train Station,-122.0761389,37.3938846
909,Parks & Outdoors:Harbor / Marina,-122.3935962,37.79545758
50543,Travel:Airport,4.761414528,52.30896404
634,Food:Coffee Shop,-122.421199,37.75647
7739,Home / Work / Other:Corporate / Office,-74.005092,40.720114
320,Arts & Entertainment:Stadium:Baseball,-73.84612799,40.75645736
2576,Nightlife:Nightclub / Discotheque,-73.98933649,40.7317223
34948,Home / Work / Other:Government:Monument / Landmark,10.00699997,53.55269991
13202,Food:Sandwiches,-73.990456,40.741602
3759,Food:Coffee Shop,-97.743978,30.26278
20104,Food:Coffee Shop,-84.4103086,33.77941486
48309,Food:Coffee Shop,-122.6825529,45.529947
20383,Nightlife:Karaoke,-123.0046892,37.70385581
737,Shops:Mall,-122.4071655,37.78451596
692,Parks & Outdoors:Plaza / Square,-122.4074256,37.78798812
1374,Travel Spots:Airports,12.64685154,55.62891662
3173,Food:Coffee Shop,-73.960623,40.717416
5969,Food:Desserts,-73.985846,40.73169
413912,Home / Work / Other:Home,-3.1641546,55.9741265
10544,Travel:Train Station,-71.0626173,42.35639539
296142,Travel:Train Station,136.8816876,35.17051956
5568,Parks & Outdoors:Park,-73.97030354,40.66875802
6169,Arts & Entertainment:Stadiums:Football Stadiums,-111.6210938,29.53522956
5081,Food:Juice Bar,-73.986111,40.7473885
15703,Travel:Light Rail,-76.6156609,39.307374
5083,Home / Work / Other:Corporate / Office,-73.986257,40.754332
65,Shops:Video Games,-73.99012,40.734421
3766,Travel:Airport,-97.0404768,32.8964527
6318,Home / Work / Other:Corporate / Office,-74.004793,40.741964
4316,Travel:Airport:Terminal,-93.21114063,44.88312044
298846,Shops:Food & Drink:Grocery / Supermarket,136.7179146,35.39432178
104533,Shops:Design,-74.00969,40.71847
54773,Travel:Taxi,34.770607,32.080656
276,Nightlife:Bar,-73.987016,40.702476
12600,Travel:Subway,-0.141769,51.5151238
31668,Home / Work / Other:Home,-73.97785664,40.73173043
130960,Travel:Train Station,139.758153,35.6664664
1257,Food:Coffee Shop,-122.4109983,37.76312403
5571,Home / Work / Other:Gym / Fitness:Gym,-73.9859366,40.6689779
45953,Travel:Subway,4.91754055,52.34635134
192630,Home / Work / Other:Home,-77.0183548,38.9005402
52145,Travel:Train Station,5.293564796,51.69066911
2111,Shops:Food & Drink:Grocery / Supermarket,-97.7535599,30.270649
17678,Food:Vegetarian / Vegan,-87.65386105,41.90991054
4766,Travel:Train Station,-0.143916607,51.49634051
4498,Travel:Airport,-111.981926,40.78668293
5250,Home / Work / Other:Corporate / Office,-122.400725,37.797552
4429,Travel:Subway,-0.082418919,51.51776965
6307,Home / Work / Other:Gym / Fitness:Gym,-73.9719246,40.6764044
1574,Food:Coffee Shop,-71.086199,42.362793
3557,Arts & Entertainment:Museum,-73.963834,40.67124
92866,Travel:Train Station,13.00038815,55.60885081
225482,Parks & Outdoors:Plaza / Square,-84.50783372,39.10231581
142841,College & Education:Other - College & Education,-122.402,37.7966
5091,Home / Work / Other:Other - Buildings,-73.98034573,40.76104084
15869,Travel:Airport,-71.02124691,42.36456891
6393,Arts & Entertainment:Movie Theater:Cineplex,-73.98214817,40.77488685
3871,Nightlife:Music Venue:Rock Club,-73.9928,40.7697
90,Travel:Airport,-79.61384296,43.68252212
624386,Home / Work / Other:Home,-96.7449666,43.5283488
203709,Home / Work / Other:Home,-84.59215164,33.99368648
3377,Travel:Airport:Terminal,-73.8611269,40.76858174
195132,Uncategorized,-78.4597878,38.02977448
39291,Nightlife:Bar,-77.0382,38.9105
328871,Home / Work / Other:Home,-121.984,37.7673
540,Food:French,-73.998182,40.722659
14493,Home / Work / Other:Corporate / Office,-93.2550604,44.975861
913634,Home / Work / Other:Home,-0.254434,51.504202
416,Travel:Train Station:Train,-75.18201828,39.95626715
159,Food:Coffee Shop,-73.9935266,40.7350707
787970,Home / Work / Other:Corporate / Office,-0.182862282,51.47627788
8543,Arts & Entertainment:Arcade,-73.950995,40.712017
203708,Home / Work / Other:Home,-84.59443755,33.99264962
4260,Nightlife:Beer Garden,-122.4221081,37.77011684
5326,Food:Bagels,-73.9754109,40.687333
2118,Travel:Hotel,-97.7413707,30.2679601
5520,Nightlife:Bar,-73.9883,40.7198
4489,Travel:Train Station,-0.13338089,51.5284504
270023,Travel:Train Station:Train,139.7285306,35.61961959
151543,Shops:Design,-79.3985432,43.6431887
8157,Parks & Outdoors:Park,-73.99731874,40.70104065
31313,Travel:Airport:Terminal,-94.71603155,39.29755935
1554,Food:Bakery,-122.421772,37.767017
3939,Food:Tacos,-73.997499,40.7214461
6145,Home / Work / Other:Gym / Fitness:Gym,-73.98424,40.761845
2115,Nightlife:Music Venue:Rock Club,-97.736061,30.268549
2741,Food:Coffee Shop,-122.342307,47.609767
205452,Home / Work / Other:Home,-76.126701,43.037994
52093,Travel:Train Station,4.9461111,52.3130556
5426,Travel:Airport,-117.8617573,33.67956837
1344,Travel:Train Station:Train,-122.1649647,37.44300661
3154,Travel:Hotel,-73.973319,40.754778
390157,Home / Work / Other:Other - Buildings,-97.74270058,30.26772229
4177,Nightlife:Bar,-122.4082088,37.77661714
17669,Home / Work / Other:Gym / Fitness:Gym,-87.63939857,41.87860419
44301,Travel:Train Station,-0.169987679,51.46486303
31234,Home / Work / Other:Corporate / Office,-77.0701629,38.894498
390158,Home / Work / Other:Corporate / Office,-97.742808,30.267708
84524,Home / Work / Other:Corporate / Office,-0.1374283,51.5168454
30210,Travel:Airport,-82.534608,27.978902
20206,Shops:Food & Drink:Grocery / Supermarket,-84.34826374,33.7562437
367404,Nightlife:Other - Nightlife,-73.970426,40.591602
1156,Travel:Airport,-123.1794834,49.19488614
5640,Travel:Light Rail,-0.123724937,51.53039937
557472,"Homes, Work, Others:Apartment Buildings",-76.12782955,43.03602303
225484,Parks & Outdoors:Park,-84.50457215,39.10105028
23475,Home / Work / Other:Other - Buildings,-73.98560286,40.74844366
41537,Shops:Food & Drink:Grocery / Supermarket,-87.6699776,41.9063418
3862,Home / Work / Other:Corporate / Office,-73.990396,40.755978
4256,Nightlife:Bar,-122.4310291,37.77192748
4108,Arts & Entertainment:Movie Theater,-118.4010744,34.01819831
6492,Nightlife:Music Venue:Rock Club,-73.991697,40.673575
355046,Travel:Hotel,-73.0960659,41.802877
4458,Travel:Train Station,-0.086560249,51.50532341
65254,Nightlife:Speakeasy / Secret Spot,-122.395828,37.78508
280,Food:Italian,-73.9894911,40.741967
4622,Shops:Food & Drink:Farmer's Market,-122.3922873,37.79530498
36,Food:Juice Bar,-73.98993,40.7410898
520,Nightlife:Music Venue:Rock Club,-73.993542,40.720364
19102,Food:Coffee Shop,-83.00483644,39.96916943
8506,Home / Work / Other:Corporate / Office,-73.9984,40.7232
3849,College & Education:Trade / Tech School,-74.00326252,40.74133942
430452,Travel:Train Station,141.149373,39.7989394
2905,Travel:Plane / In-flight,-118.352108,34.19639832
3600,Nightlife:Bar,-73.9518,40.715
8519,Home / Work / Other:Corporate / Office,-73.981826,40.758408
658560,Travel:Train Station:Train,139.5413285,35.55147142
211,Travel:Train Station,8.3101719,47.0501684
5287,Shops:Flea Market / Fair,-73.9778713,40.6851019
5580,Parks & Outdoors:Park,-71.06497765,42.35543607
225479,Parks & Outdoors:Plaza / Square,-84.51406181,39.1044784
1297,Food:Mexican,-122.4209758,37.7520658
1081,Food:Coffee Shop,-122.07753,37.41579863
1862,Food:Vegetarian / Vegan,-122.4020827,37.78415559
5583,Food:Mexican,-74.82092,40.143722
2589,Arts & Entertainment:Music Venue:Rock Club,-73.987792,40.721014
13329,Travel:Train Station,-90.36589623,38.7424023
3530,Home / Work / Other:Corporate / Office:Auditorium,-73.98321569,40.76312523
3082,Travel:Train Station,-71.0609332,42.3657311
83,Food:Breakfast / Brunch,-73.9879738,40.7457508
213,Travel:Airport,-0.454216003,51.47047725
4494,Travel:Subway,-122.3966646,37.7931685
6638,Travel:Subway,-122.418294,37.75240878
245126,College & Education:Academic Building,-83.015077,40.004969
214,Shops:Other - Shopping,-0.09006858,51.50507766
6164,Food:American,-73.98137569,40.76091081
20842,Home / Work / Other:Corporate / Office,-73.991364,40.730852
43520,Travel:Train Station,-0.1247547,51.5085932
908833,Home / Work / Other:Home,-86.01994514,39.96095468
647131,Food:Deli / Bodega,36.23811364,49.99398102
26568,Travel:Train Station,12.56449699,55.67264775
413486,Home / Work / Other:Corporate / Office,-3.1681649,55.9763547
305734,Travel:Train Station:Train,139.6413752,35.66615
58472,Food:Coffee Shop,4.838072062,52.38925333
7750,Food:Burgers,-73.954374,40.777715
16230,Shops:Apparel,-73.9916684,40.7386752
2101,Home / Work / Other:Corporate / Office,-122.02564,37.41562395
45,Arts & Entertainment:Movie Theater,-73.989781,40.7231655
80072,Travel:Train Station:Train,8.5149976,47.1731179
252862,Shops:Design,-118.390697,34.023809
20071,Parks & Outdoors:Park,-84.37663078,33.78403407
4952,Shops:Furniture / Home,-74.01036501,40.67118302
4015,Home / Work / Other:Government:Monument / Landmark,-73.9816761,40.75288139
1019,Travel:Light Rail,-122.386569,37.599995
183524,Arts & Entertainment:Arcade,-73.9904854,40.7028691
5607,Shops:Mall,-93.24225426,44.85446938
45832,Travel:Boat / Ferry,-74.00336981,40.76050449
159322,Home / Work / Other:Corporate / Office,-84.51463044,39.10413497
190659,Travel:Highway / Traffic,127.031654,37.602466
1079,Food:Coffee Shop,-122.3951528,37.7772513
2894,Home / Work / Other:Gym / Fitness:Gym,-122.683837,45.528282
112429,Travel:Subway,127.025757,37.512228
11,Food:French,-74.00613785,40.7395348
145793,Travel:Train Station,-73.9352417,40.6969411
1018,Food:Coffee Shop,-104.991637,39.7452309
2516,Food:Pizza,-122.3910588,37.78086556
162,Travel:Airport:Plane,-74.17797089,40.695119
23004,Home / Work / Other:Corporate / Office,-73.9797383,40.7521601
502,Nightlife:Music Venue:Rock Club,-73.9616,40.7193
105449,Travel:Train Station,5.181255341,52.2266165
5285,Parks & Outdoors:Park,-73.97493839,40.69072623
18561,Travel:Train Station:Train,-74.01193142,40.71267093
35067,Home / Work / Other:Corporate / Office,9.9858877,53.5427144
66793,Travel Spots:Boats or Ferries,-74.01072979,40.77662552
270791,Travel:Train Station:Train,135.494977,34.701909
3156,Nightlife:Bar,-73.966654,40.71278
20094,Shops:Drug Store / Pharmacy,-84.387456,33.780209
10634,Home / Work / Other:Gym / Fitness:Gym,-73.99656773,40.72335598
254,Food:Brewery,-73.99091,40.736934
5923,Food:Cupcakes,-73.994647,40.731569
970,Food:Coffee Shop,-122.3989338,37.78148033
477,Shops:Furniture / Home,-73.994722,40.740055
12401,Parks & Outdoors:Beach,-122.5111842,37.76878109
6574,Shops:Apparel:Women,-73.98910046,40.75057316
3890,Nightlife:Beer Garden,-74.007828,40.740667
299,Travel:Hotel,-122.400484,37.785182
7957,Travel:Train Station,-73.9391791,40.8051347
184808,Food:Sandwiches,-73.93362,40.705351
3174,Food:Mexican,-73.999835,40.726568
355048,Food:Wings,-73.0957,41.8024611
5003,Parks & Outdoors:Park,-75.17189026,39.94952311
5291,Home / Work / Other:Gym / Fitness:Gym,-73.98416519,40.67956403
22444,Shops:Food & Drink:Grocery / Supermarket,-118.3264446,34.10007834
5563,Food:American,-73.9876,40.7024
13619,Shops:Gas Station / Garage,-121.464354,38.525211
12536,Nightlife:Pub,-122.428,37.7518
12741,Arts & Entertainment:Comedy Club,-73.99763,40.747558
5154,Parks & Outdoors:Other - Parks & Outdoor,-73.95206451,40.85121557
380879,College & Education:Administrative Building,-77.0444799,38.89693
300957,Travel:Subway,139.6227141,35.46618394
18986,Travel:Airport,-82.88549423,39.99799956
64462,Travel:Train Station:Train,4.779396057,51.5949884
7663,Shops:Drug Store / Pharmacy,-87.6283394,41.8831881
10591,Food:German,-73.961692,40.716605
234526,Home / Work / Other:Corporate / Office:Coworking Space,-74.00952816,40.7106866
